gene,avg_logFC,p_val_adj,gene_set,scores,p_val
RPRD1A,0.93489265,5.3485208912301216e-27,Other,10.967212,5.494058874664956e-28
SMIM26,0.9345257,1.9200770852571127e-22,Other,9.940687,2.7690907624116185e-23
CCNB2,0.9339296,2.6651591826908444e-19,Other,9.1679125,4.822668997250099e-20
CTXN1,0.93381983,7.394689709254608e-35,Other,12.552052,3.873408895323842e-36
OCIAD2,0.932479,1.862083112048501e-23,Other,10.179635,2.4447757865670795e-24
ABHD14B,0.931009,3.2362725369338723e-22,Other,9.8853,4.821385616248422e-23
NUDCD2,0.93088067,5.132481662629253e-25,Other,10.535429,5.931221290607467e-26
GLO1,0.9253618,2.102237809357417e-39,Other,13.383217,7.579496863669598e-41
ATP2B2,0.9228502,6.237379677851377e-21,Other,9.574594,1.0225908179334573e-21
PLAAT1,0.9218104,2.7771825192075776e-18,Other,8.905228,5.327656261336987e-19
PTPRU,-0.9210664,8.87526928482016e-08,Other,-5.506355,3.663403048623447e-08
SQLE,0.92050123,1.337134931763308e-23,Other,10.213331,1.7282696396940718e-24
ADAM12,-0.92029715,0.0178854398873975,EMT_both,-2.5493596,0.0107920987619874
FGF14,0.9200702,5.753379927343205e-20,Other,9.336669,9.941214296225671e-21
SC5D,0.9198503,5.692538198631648e-22,Other,9.825409,8.751793421025527e-23
HMGA1,0.9191996,4.188287893805554e-26,Other,10.774172,4.5586807007407385e-27
DNAH14,0.9170051,1.20182979864061e-19,Other,9.254201,2.158388209803544e-20
METTL8,0.91473955,8.425246204211773e-19,Other,9.039742,1.5704200407850517e-19
GRB14,0.9144828,3.2431626448386093e-18,Other,8.887219,6.265701980504524e-19
KPNA2,0.9141185,4.678491026986557e-25,Other,10.545183,5.346846887984636e-26
DLGAP5,0.9132591,2.360505475728754e-15,Other,8.094868,5.732656155341259e-16
SLC25A23,0.9132264,1.5791182248359149e-25,Other,10.647911,1.7832219409711694e-26
KCNMA1,-0.9123893,0.0477499992415653,Other,-2.1681902,0.0301442172082807
BYSL,0.9120293,1.1147196698591367e-20,Other,9.511429,1.880615497449428e-21
COL9A2,-0.91030025,5.344098427937765e-42,Other,-13.827277,1.7450117315715152e-43
MFF,0.90997535,6.547872857772585e-37,Other,12.937587,2.761687871985716e-38
SLC8A1,0.90874064,3.0455607626479467e-19,Other,9.1531105,5.531732813789128e-20
SOX9,0.9061633,3.84591221183883e-22,Other,9.867086,5.781949651812118e-23
CD24,0.90472996,2.14806770150825e-23,Other,10.164219,2.8640902686776663e-24
RASSF6,0.904087,4.320897877854135e-12,Other,7.091604,1.3256632264708944e-12
VGLL3,0.90382844,8.57255962253356e-51,Other,15.252911,1.5745517674041234e-52
TTF2,0.903503,8.210506406910018e-22,Other,9.786665,1.284637056863472e-22
STIL,0.9013401,2.4807880171073594e-16,Other,8.375083,5.518487629891881e-17
PITPNC1,0.899097,2.8784125605524693e-24,Other,10.363808,3.6224919979741967e-25
ACP1,0.89779764,2.343288218028755e-21,Other,9.677389,3.762013737787661e-22
ARHGEF38,0.8967555,7.874308746657269e-16,Other,8.232247,1.8373387075533626e-16
TACO1,0.89460623,5.1575189943010954e-21,Other,9.594647,8.420439174369136e-22
AGL,0.8914346,9.383036276882518e-20,Other,9.282236,1.659584647611874e-20
DSC2,0.88855505,1.578294993711231e-21,Other,9.718589,2.51238794917298e-22
NDUFA7,0.88428944,1.92252630855554e-28,Other,11.276553,1.7132717443590189e-29
TINAGL1,0.884013,1.1628143136790329e-23,Other,10.227383,1.4950469747301851e-24
PDE9A,0.8839563,2.2755830432388543e-22,Other,9.922816,3.312753545939556e-23
NTRK2,0.87992465,0.0099196057444991,Other,2.7613628,0.0057560705442569
CCDC88C,0.87956214,6.155316598935631e-20,Other,9.329098,1.0677590018561807e-20
HRK,0.87883747,6.188659089540347e-13,Other,7.36493,1.7723982834669971e-13
POLB,0.8741616,6.6309277369687776e-21,Other,9.567841,1.0916221172424793e-21
STMN1,0.8717425,1.1971119245894421e-22,Other,9.989528,1.6938726552013877e-23
SKA2,0.87159145,9.079610588935206e-21,Other,9.534007,1.5132684314892009e-21
PTTG1,0.8715521,6.231315833313098e-18,Other,8.811232,1.2377851859370236e-18
WDR77,0.8683445,1.0712019362532316e-19,Other,9.267298,1.9092170564513382e-20
CR2,0.8680199,6.738427309640442e-15,Other,7.960763,1.7098186302693097e-15
FAM83D,0.8677278,6.6050633574913145e-15,Other,7.9639006,1.6669921807001889e-15
PRR15L,0.86557204,1.9868776530775866e-18,Other,8.943086,3.7845288630049274e-19
KLHL23,0.8645806,1.0184954379960244e-18,Other,9.018187,1.9122771488904952e-19
DSG2,0.86403716,7.098947263197135e-18,Other,8.796225,1.4149602368141229e-18
RHOBTB3,0.86311376,2.1620409999145013e-21,Other,9.686051,3.4563240474823665e-22
TICRR,0.8617556,5.695829339937978e-15,Other,7.9828634,1.4297694057395337e-15
XPO5,0.86099964,8.856873942763478e-21,Other,9.537008,1.4701205728124414e-21
FAM162A,0.85948473,8.756892339388113e-22,Other,9.779707,1.3760830819038464e-22
CEP152,0.8588833,1.9007333053092986e-17,Other,8.681151,3.9178380374742695e-18
ZNF581,0.8574798,5.192196013456747e-19,Other,9.094107,9.536686555328721e-20
ITGB4,-0.85637105,8.809834907430187e-12,Other,-6.9898996,2.750826001707793e-12
DHX9,0.853439,5.177941485669759e-22,Other,9.835846,7.890196549592014e-23
HOOK1,0.8513587,2.793386109392318e-21,EMT_pancancer,9.658972,4.5036225028978185e-22
LIX1,-0.8509082,4.261567056552668e-05,Other,-4.257732,2.0651143464364408e-05
ATP2A3,0.85076493,3.366696734057011e-12,Other,7.127893,1.0191700997655578e-12
SEMA6D,0.8470523,1.9449425866606448e-19,Other,9.202223,3.50618901676919e-20
TRIB3,0.8453481,4.8247117611668e-18,Other,8.84179,9.419675343230421e-19
RAB25,0.8445132,5.30416652635197e-29,Other,11.393401,4.510345685673445e-30
CPNE3,0.84403956,1.7524058928073582e-18,Other,8.957342,3.325994857777231e-19
CDC7,0.8428427,2.489260234157903e-17,Other,8.650046,5.147857899210901e-18
PRPH,0.8426768,2.736451514317474e-16,Other,8.362805,6.124439103472442e-17
APOBEC3B,0.8355908,1.5947318316656597e-15,Other,8.144867,3.796980551584903e-16
PCNA,0.8339989,6.380784660319535e-20,Other,9.324868,1.1112114782597284e-20
RHPN2,0.8337052,7.32205463291848e-16,Other,8.242002,1.693536445709036e-16
BABAM1,0.83202755,3.0750650950738214e-23,Other,10.128202,4.1419244137729025e-24
PADI2,0.83142495,5.014457408980438e-07,Other,5.186849,2.138819588728391e-07
MPP7,0.83140194,1.0321853124740651e-19,Other,9.271664,1.8326555548008908e-20
ELAC2,0.8309301,1.6506311456895485e-20,Other,9.470092,2.795967042698623e-21
MAL2,0.83087,7.686258152835138e-30,Other,11.568365,5.960771628729291e-31
GRIA4,0.8300514,7.70914769787759e-18,Other,8.786198,1.5470738577373397e-18
GSTM3,0.8294946,8.605677305371599e-20,Other,9.291854,1.516238382374996e-20
CLDN16,-0.8293387,0.0088068454302837,Other,-2.8011303,0.0050923936161504
CD320,0.82848024,1.189571476394118e-19,Other,9.255702,2.1282809407595446e-20
LOXL2,-0.82822543,0.0466979750199512,EMT_both,-2.1782856,0.0293847801996291
FAM91A1,0.82580245,1.7519875015266695e-26,Other,10.855822,1.8711703247597763e-27
ATIC,0.82483125,1.3631241985202658e-16,Other,8.447115,2.9858911015205824e-17
CADM2,0.823478,3.4924756607847117e-16,Other,8.333269,7.864009821222716e-17
C8orf76,0.8210954,7.600402519397048e-18,Other,8.788176,1.5200805038794097e-18
COL10A1,-0.82049835,0.0152210145192649,EMT_pancancer,-2.6093862,0.0090704821216844
IDH3B,0.82020104,2.9938778095478888e-18,Other,8.896497,5.763723946272466e-19
LMNB1,0.81998795,1.0834816471871066e-18,Other,9.010615,2.0490333191701744e-19
CCNA2,0.8183541,1.8217420388336623e-14,Other,7.831501,4.82080036126731e-15
SBK1,0.81829935,1.2457412045622504e-17,Other,8.730195,2.542328988902552e-18
COL12A1,-0.81367356,7.907804913992855e-09,EMT_hallmark,-5.929747,3.0340149465931767e-09
CENPE,0.81332135,7.298709618320453e-17,Other,8.521944,1.5689743125097032e-17
CHML,0.8114574,4.581624089066393e-19,Other,9.1085,8.352892897073425e-20
PFKM,0.81103617,7.760840847808994e-21,Other,9.551128,1.2829145074949563e-21
GPSM2,0.81017005,4.071759838243761e-18,Other,8.861504,7.894228257819538e-19
TYMS,0.8090701,9.88791822214891e-21,Other,9.52473,1.6547128453392054e-21
SEPHS1,0.8086479,1.8854821118370107e-20,Other,9.455768,3.2066022310153244e-21
CTHRC1,-0.80856484,5.684017540169323e-10,EMT_hallmark,-6.362007,1.9913394783586407e-10
TOP2A,0.808562,1.825493375704574e-16,Other,8.41185,4.03595474220399e-17
CNTN1,0.80711615,4.2299262256459566e-17,Other,8.587087,8.920252584695556e-18
CSRNP3,0.80615467,6.649358630866376e-15,Other,7.962741,1.6826948371988378e-15
BID,0.8057229,1.0183879493644945e-18,Other,9.018597,1.9051475243213332e-19
POLR1C,0.8050608,1.2404618452999986e-16,Other,8.458848,2.7003251054149628e-17
RTKN2,0.8042771,1.396805171438082e-15,Other,8.161579,3.3067224466697453e-16
LY6K,0.8041263,6.687587954823487e-16,Other,8.253188,1.5422396712143955e-16
NOP56,0.8031244,1.043636846812922e-21,Other,9.761495,1.647100329663931e-22
KIF2C,0.80100685,5.8750010736618255e-18,Other,8.818599,1.1590138172530132e-18
THOC5,0.8008249,5.602045414528872e-35,Other,12.577154,2.8200772835043307e-36
INPP4B,0.8004686,4.524296081263964e-16,Other,8.3008,1.0341248185746203e-16
SGIP1,0.79966784,4.540777309776225e-18,Other,8.848952,8.834437487047623e-19
CLBA1,0.7988954,1.6091234533551246e-15,Other,8.143435,3.8421927355622366e-16
MAPK15,-0.79678404,4.9864968811080665e-12,Other,-7.0711403,1.536655161321057e-12
GJB2,0.79620063,7.844202251494586e-07,Other,5.1001515,3.393818116973168e-07
TMEM54,0.7958881,3.3926477847377066e-17,Other,8.613144,7.108404882307577e-18
HINT1,0.7927267,1.0071927821108336e-45,Other,14.453055,2.398078052644842e-47
IQGAP2,0.79203457,1.028482120688799e-15,Other,8.199505,2.413784568963508e-16
SALL2,0.7920225,7.866782693021967e-10,Other,6.309825,2.793510588950658e-10
C1QL1,-0.7917142,0.0008574127570795,Other,-3.5063071,0.0004543704338537
ALDH1L1,0.79153925,8.143863522437115e-18,Other,8.779649,1.6398527909125076e-18
STAC2,0.7910998,7.114955235831364e-07,Other,5.1191826,3.068626952052439e-07
TUBA1B,0.7880388,9.294051141170477e-17,Other,8.492817,2.016872322471689e-17
XRCC3,0.7879469,4.709670964853185e-17,Other,8.57399,9.996036333565944e-18
PIK3R3,0.78576666,5.5434643727117395e-18,Other,8.825488,1.0898375535467296e-18
FGF12,0.78427005,3.3385701419095376e-13,Other,7.4490356,9.402503664969718e-14
E2F5,0.7826255,4.1731625521283583e-16,Other,8.3111,9.48187954021001e-17
C11orf1,0.78080535,3.057645266212578e-17,Other,8.625422,6.385694535559603e-18
PAK1,0.78022265,9.45528186340559e-18,Other,8.76246,1.910352866279905e-18
GGH,0.7798725,6.222359747494895e-18,Other,8.811777,1.2317732561367445e-18
PRR7,0.7746595,1.4254290341693809e-15,Other,8.158783,3.384181856633428e-16
THBS1,-0.7740144,4.751290088888628e-05,EMT_hallmark,-4.231879,2.317465982131392e-05
RBM38,0.7722316,1.8008463793206724e-14,Other,7.8332744,4.7532543889552426e-15
VDAC2,0.772043,9.67273408261938e-27,Other,10.912301,1.0067539555379355e-27
TARS2,0.77202344,3.639461339438912e-16,Other,8.327676,8.244494054647331e-17
FSD1,0.77135473,4.0836918381104434e-15,Other,8.025155,1.0139779053811645e-15
FAM168B,0.7685387,2.6789100585669813e-16,Other,8.36567,5.97743196741476e-17
ALG8,0.7684796,1.0543883576507881e-13,Other,7.6031265,2.8906020961446774e-14
IQGAP3,0.7683835,2.0741281298148487e-16,Other,8.396502,4.5997671450315686e-17
VEGFA,-0.7671048,5.698157993813908e-19,EMT_hallmark,-9.083193,1.0543530437533216e-19
TFDP2,0.7656431,3.631547459946802e-16,Other,8.32829,8.201862290492097e-17
A2M,-0.76360893,2.2749874903009442e-08,Other,-5.7484393,9.007093328946594e-09
STON2,0.76324964,1.441443453609413e-16,Other,8.440226,3.167253302828847e-17
TDRD12,0.7623685,2.2595271256221702e-15,Other,8.10053,5.472052086540765e-16
LRRC8B,0.7616136,3.382002280029215e-16,Other,8.33743,7.592250016392116e-17
RIPK4,0.75932556,5.294252664564831e-15,Other,7.99255,1.3217623999287708e-15
IFI44,-0.7592644,7.766311402811923e-09,Other,-5.9332943,2.969161230190681e-09
VAV3,0.75649285,2.62841108453331e-15,Other,8.08143,6.401164409951872e-16
SSRP1,0.756006,8.318844957014374e-17,Other,8.50605,1.7995868682520888e-17
KIT,0.75561494,7.566967944725567e-16,Other,8.237363,1.7604782565279886e-16
TRPS1,0.75539577,1.2436086315994339e-14,Other,7.8829327,3.197850766969973e-15
PRAME,0.7551472,2.078321852815949e-15,Other,8.111034,5.019076583331033e-16
IFI30,0.75372916,1.0268924749949837e-18,Other,9.016891,1.9350286773715e-19
COL4A1,-0.75311726,9.427629976087791e-09,EMT_hallmark,-5.8999386,3.636371562205291e-09
HLA-DPA1,-0.75263,0.0009647001898359,Other,-3.473088,0.0005145067679124
ICAM1,-0.75229925,0.0157432375248118,Other,-2.5970397,0.009403103773323
CIP2A,0.7516362,1.641309020211427e-16,Other,8.424673,3.6175790649557976e-17
HOXA4,0.74865717,4.624614212387749e-15,Other,8.009535,1.151434559002664e-15
FADS2,0.74659085,4.6996935786339616e-14,Other,7.7082415,1.2756311142006464e-14
HOXA5,0.7445045,3.9915490581678754e-15,Other,8.028293,9.88383576308236e-16
PTDSS1,0.7430149,1.765757942900734e-14,Other,7.8362074,4.643582740844417e-15
TP53BP2,0.74122745,3.3626494159934106e-14,Other,7.7527843,8.989940275410954e-15
NT5M,0.7409174,1.1883802547365024e-14,Other,7.8889356,3.04775072133103e-15
MACROD2,0.740856,2.999047379393326e-15,Other,8.06465,7.344605827085696e-16
PSAT1,0.7358498,2.4254243628020894e-12,Other,7.174209,7.272646510713325e-13
IGFBP2,-0.7349907,3.0476836901620234e-11,EMT_hallmark,-6.807501,9.930887670664007e-12
SDC1,-0.7333043,0.0066238931772261,EMT_hallmark,-2.8970366,0.003767057616436
RAB20,0.7323869,5.30965576717223e-10,Other,6.373058,1.8529615024213294e-10
ATP5PB,0.73165107,2.704092202673716e-13,Other,7.4777527,7.560421056455083e-14
EIF2D,0.73145026,2.713688181039932e-17,Other,8.639814,5.630441464062443e-18
SULF1,-0.7313972,0.0003801977264492,EMT_pancancer,-3.7247224,0.0001955302593167
KRT7,0.7304452,3.235716390353571e-15,Other,8.05435,7.990238433322083e-16
CDT1,0.72965485,7.658109541059471e-13,Other,7.3351893,2.21407928908182e-13
SLC25A19,0.7283714,1.765757942900734e-14,Other,7.836071,4.648628053759076e-15
TUSC3,0.725817,2.452201156103408e-18,Other,8.919415,4.687540985476584e-19
AK4,0.7230904,1.75671287160849e-14,Other,7.837367,4.600914663736522e-15
ERV3-1,0.7203274,1.4434753887420509e-12,Other,7.2476053,4.242050122017455e-13
TAGLN,-0.71941984,0.0022763668923831,EMT_hallmark,-3.2280018,0.0012465818696384
SLC25A1,0.7179988,1.2684070635596206e-14,Other,7.880136,3.270246782919022e-15
RAVER2,0.71704537,1.0031840597156625e-15,Other,8.2028475,2.3475871873618224e-16
FBN2,0.7138369,1.4561444394837457e-13,EMT_hallmark,7.5602894,4.021732261431297e-14
CCDC181,0.7093268,1.7883361133829327e-11,Other,6.8856034,5.7543059974838576e-12
LRCH2,0.70904464,3.3896226554546076e-11,Other,6.79188,1.1068155609647695e-11
INTS10,0.7077654,1.6670645034018813e-14,Other,7.844598,4.343440168727351e-15
PCLAF,0.7077382,1.6691039465632666e-15,Other,8.13866,3.996765912858978e-16
TMEM65,0.70752984,1.3202721582107062e-16,Other,8.451208,2.8830432842560316e-17
PVR,0.70472527,8.277341699142173e-13,EMT_hallmark,7.324139,2.404370684036536e-13
TOM1L1,0.70453155,4.6738851746402995e-14,Other,7.7092648,1.2654464622495502e-14
MSI2,0.7044627,1.344060788336924e-14,Other,7.872565,3.4744428542042937e-15
MAPK8IP1,0.70418656,3.65128021006207e-13,Other,7.436894,1.0308035967182034e-13
MAST4,0.7026562,4.300828027086212e-13,Other,7.4145885,1.2200308076836396e-13
SLC26A7,0.7003875,6.018995546261896e-13,Other,7.3689547,1.719713013217684e-13
RUSC1,0.6981387,4.2990862946260205e-14,Other,7.720247,1.1610457543989999e-14
CFAP36,0.6979896,2.1115914114754378e-13,Other,7.5108356,5.875108076826218e-14
HLA-DRA,-0.6973164,1.463759699390356e-08,Other,-5.824291,5.735548209856088e-09
HORMAD1,0.69667083,3.910580297410629e-14,Other,7.7332754,1.0481419300542774e-14
OVOL2,0.69641036,3.0192594834885218e-15,Other,8.06349,7.414644037682697e-16
CHI3L1,0.69598484,4.249174237964561e-11,Other,6.7577057,1.4019384390563346e-11
YPEL1,0.6952202,1.1238322718897835e-14,Other,7.896234,2.8745641784391744e-15
ZNF558,0.69475603,1.0380106295303591e-14,Other,7.906466,2.647986299822345e-15
TATDN1,0.69160724,4.0868315615200883e-14,Other,7.727341,1.0981622223132211e-14
LETMD1,0.6898341,1.620427533358241e-14,Other,7.8484855,4.2109069234207346e-15
ASPN,0.68967026,1.7114729986860526e-05,Other,4.461209,8.149871422314536e-06
DOK6,0.68946856,4.1192021608027956e-10,Other,6.412757,1.4291109537479088e-10
MTHFD1L,0.68713975,1.75671287160849e-14,Other,7.8375034,4.595920335259329e-15
MTBP,0.6870381,5.26937187072686e-14,Other,7.693303,1.4338426859120708e-14
SLC38A3,0.6862735,4.401522346770965e-12,Other,7.0887394,1.3533932658098477e-12
MTFP1,0.6860819,2.7849362554925672e-14,Other,7.7769995,7.426496681313513e-15
THOC1,0.6836389,8.97411317866532e-14,Other,7.6242723,2.454145236614597e-14
SYT13,0.6833831,3.343152876155973e-10,Other,6.445158,1.1548013554646911e-10
ABHD14A,0.68312263,1.9270974833418961e-13,Other,7.5231137,5.3486787292754674e-14
KANK4,0.6821861,3.653942761391984e-06,Other,4.789991,1.6678881584313068e-06
SFRP4,0.681587,3.343152876155973e-10,EMT_hallmark,6.44509,1.1553208578824723e-10
SNRPF,0.680314,2.4254243628020894e-12,Other,7.174141,7.276273088406267e-13
RCC1,0.67993903,1.8418487476279986e-15,Other,8.126382,4.4229429109706364e-16
SLPI,-0.67987204,3.536958177254562e-05,Other,-4.2999554,1.708326738673972e-05
TOP1MT,0.6770042,5.331873859279999e-13,Other,7.3857346,1.5161382810741765e-13
ZNF121,0.6766737,1.4001808351282828e-11,Other,6.921551,4.467243616837855e-12
BRIP1,0.67553675,1.4444742526545196e-14,Other,7.8632193,3.743841430349469e-15
SLC34A2,0.6740913,3.984055405209901e-12,Other,7.103132,1.219608797513235e-12
TPD52L1,0.6734678,6.637768286215039e-13,Other,7.35463,1.9145671791531811e-13
DERL1,0.67201644,4.168702054431207e-11,Other,6.7607756,1.372552241050819e-11
FAM83A,0.67137396,0.0172968418801903,Other,2.5621834,0.0104016382463185
KIF20A,0.6684663,7.889192137060137e-13,Other,7.330892,2.286255680535795e-13
PLK1,0.66669357,9.589922308888492e-13,Other,7.303744,2.798691612593989e-13
ESRP1,0.6662479,5.34374950688088e-13,EMT_pancancer,7.385121,1.5231503696483594e-13
S100A2,-0.66512734,0.0210761999026478,Other,-2.486809,0.0128894583078098
SF3A1,0.66370517,1.0132206723496098e-14,Other,7.909808,2.5778539555017285e-15
MMP15,0.6598547,9.289686200109339e-10,Other,6.2825403,3.3308508025121955e-10
PHB2,0.6558338,5.469381833237384e-16,Other,8.277881,1.2538650869394548e-16
ANLN,0.65481424,3.0634714422294864e-15,Other,8.061376,7.54405892576241e-16
PTPN4,0.6542235,2.268718076432169e-12,Other,7.183895,6.775287316691987e-13
PRCP,0.65199983,1.797804722935231e-09,Other,6.175584,6.591950650762514e-10
ZNF414,0.65017813,2.185938814214289e-12,Other,7.189284,6.513205446434412e-13
MEX3A,0.648434,1.4849026158373267e-09,Other,6.206893,5.404237411380747e-10
STK26,0.64619756,3.774525904792855e-13,Other,7.432187,1.0681651540094068e-13
ENOSF1,0.64521444,9.028858987661999e-12,Other,6.9861484,2.8253572342343677e-12
ID1,-0.6425235,7.293785116069272e-30,Other,-11.573617,5.606787198066855e-31
CFAP47,0.6421998,2.1404767102542128e-10,Other,6.5144615,7.295094094131705e-11
HELZ,0.6417514,1.02859487027315e-11,Other,6.9669123,3.239723979159649e-12
SLC38A1,0.6385874,8.735126500606724e-12,Other,6.9914007,2.721556419916925e-12
ARHGEF16,0.6365331,1.1151464813301205e-13,Other,7.5955553,3.0647563160365215e-14
DDOST,0.63415897,8.780883960436642e-09,Other,5.911944,3.380938994290571e-09
NCAPD2,0.63356453,5.094495988179916e-11,Other,6.730762,1.687768398805183e-11
PRSS21,0.6306457,4.891661776577831e-11,Other,6.7369695,1.617243281235936e-11
DLL3,0.6290345,2.4218502689126552e-11,Other,6.841402,7.842181823145741e-12
SEC14L2,0.6287725,4.2938262654939115e-14,Other,7.7207246,1.1567042184595844e-14
MLLT11,0.6286198,1.4957281435686294e-11,Other,6.9115925,4.792435072250507e-12
TROAP,0.6275812,1.7364296114197553e-12,Other,7.22148,5.142480833836748e-13
MECOM,0.62720954,5.102669957845767e-07,Other,5.183302,2.179916145256559e-07
SOX17,0.6267792,2.6872639139993328e-11,Other,6.826191,8.719897190324367e-12
SIAE,0.6262932,3.395397332936603e-11,Other,6.791334,1.1110109640425211e-11
PIGK,0.62478906,1.1987427551572264e-13,Other,7.585869,3.3026586111474605e-14
CIART,0.6242061,1.1185287933591484e-11,Other,6.954498,3.5382033259320002e-12
FASN,0.62336594,1.5099044354371798e-12,Other,7.2411933,4.447541636355775e-13
KCNJ16,0.6226465,1.2701317850449684e-08,Other,5.8482337,4.968202560550046e-09
TRMT12,0.62053746,7.911289880136955e-12,Other,7.0055885,2.45949624164802e-12
SLC40A1,0.6160852,4.1366715117410237e-17,Other,8.590019,8.695452361414807e-18
C18orf21,0.61352706,3.231872578876064e-12,Other,7.133827,9.761574319870562e-13
SLC6A15,0.61305934,3.1812562347750005e-13,Other,7.4557204,8.937815135796431e-14
KIF11,0.6123677,2.77848466790214e-13,Other,7.4738646,7.787317572623685e-14
PTRH2,0.61169124,1.8587234517827943e-11,Other,6.8798056,5.993434803707787e-12
POSTN,-0.6110854,1.2637602333428604e-10,EMT_both,-6.5954976,4.2383251363131296e-11
SPECC1,0.6072215,1.6524574434026819e-10,Other,6.5540924,5.59812113479276e-11
PHGDH,0.60705954,9.289266290574124e-12,Other,6.9818506,2.913164462554197e-12
GRHL2,0.6062092,1.1302555972664322e-11,EMT_pancancer,6.952724,3.5829871314704586e-12
TSPAN13,0.603619,2.801433885891296e-11,Other,6.8199153,9.109424472490064e-12
TTC19,0.6034614,6.741365550438363e-10,Other,6.333972,2.3892867018900595e-10
PRRT3,0.60192794,1.910682570028972e-11,Other,6.8755765,6.173974290909943e-12
EFEMP1,-0.5961452,0.0102100862525739,Other,-2.7515402,0.0059315739181619
DHCR24,0.59593314,4.455171548044447e-16,Other,8.302983,1.0152941963230544e-16
ZWINT,0.594621,1.9160925324083463e-12,Other,7.207565,5.696139024914607e-13
CDH3,0.59341264,4.6302061888587957e-10,Other,6.394613,1.6095478656509147e-10
TM7SF2,0.5921659,3.7371303997340114e-12,Other,7.1122723,1.1414772445446065e-12
GPNMB,-0.592057,0.0001137695697566,Other,-4.0260153,5.672999634803072e-05
SLC50A1,0.591927,6.356539199454054e-13,Other,7.361042,1.8248024096391914e-13
OLFM2,0.5917755,7.775104834556908e-09,Other,5.9328165,2.977812259765673e-09
MTPAP,0.5915618,1.7255232363836954e-11,Other,6.890992,5.540455561721797e-12
PLCD3,0.58953255,1.5928860324887036e-12,Other,7.2336216,4.702806381633317e-13
HDAC9,0.5877225,9.289686200109339e-10,Other,6.2822676,3.33670361473315e-10
ZNF397,0.5864413,1.4238751804368903e-10,Other,6.5768757,4.804367955759847e-11
GPS1,0.585763,1.3660826462975605e-12,Other,7.2553816,4.0053171466275397e-13
NSG1,0.5855429,2.5279243722986087e-10,Other,6.4885406,8.667169276452374e-11
ELP2,0.584267,8.484428846065287e-10,Other,6.296933,3.035924879612477e-10
OCLN,0.5842412,1.0768006506777642e-11,EMT_pancancer,6.9601593,3.398880965404643e-12
KRT23,0.5837268,5.427989157578575e-15,Other,7.989139,1.3588435442101469e-15
SPX,0.58369213,1.1188623116998372e-08,Other,5.8707438,4.33844569842794e-09
ABHD11,0.580547,7.268856973022682e-08,Other,5.542507,2.981714799137876e-08
FAM218A,0.57884896,1.107197986418373e-09,Other,6.2537546,4.0070022365617317e-10
NR2F1,0.57713073,8.255408901038226e-11,Other,6.6592755,2.7518029670127415e-11
MCTP1,0.576211,2.460908558204619e-14,Other,7.792961,6.545681947333375e-15
LCN2,0.5751463,3.4312676793622934e-08,Other,5.676203,1.37717546314541e-08
TMEM59L,0.57488877,0.0009387979715224,Other,3.4807277,0.0005000536134027
SOX12,0.5742466,1.4773909263875443e-09,Other,6.2079844,5.366848671366999e-10
GDF15,0.5709222,1.8737298035884848e-06,Other,4.927029,8.348932118030322e-07
TMEM192,0.5666572,1.1777527378447494e-10,Other,6.606548,3.9338543828691984e-11
SLC2A11,0.564502,1.009836739550685e-09,Other,6.268693,3.6409079725296806e-10
MT1F,0.56386495,1.2738552841686159e-11,Other,6.935535,4.046873589841794e-12
GAL,0.5618698,3.2523076350739515e-10,Other,6.4498644,1.1195018118009656e-10
WNK2,0.56150365,1.4202238070734512e-10,Other,6.5775576,4.7823862891248855e-11
PEMT,0.5609189,2.2913254185871884e-08,Other,5.7469387,9.0873654356213e-09
CCDC112,0.559428,3.5139929422055015e-12,Other,7.1216855,1.0661502396079276e-12
TNNT1,0.5585353,3.585421358825162e-11,Other,6.782876,1.178067017899696e-11
ZNF32,0.5577594,1.2307272824696578e-10,Other,6.5997267,4.119168863775999e-11
IL33,0.55631655,4.981231766971106e-06,Other,4.725326,2.297466080276469e-06
WDR45B,0.5562854,4.6471511791833055e-08,Other,5.6223154,1.884151090335544e-08
ZNF358,0.5561199,3.386981280414454e-07,Other,5.2606544,1.435434923604221e-07
CLDN4,0.55539876,1.616287925854892e-05,EMT_pancancer,4.473964,7.678258295943731e-06
TRIT1,0.5540516,1.4295060689563724e-10,Other,6.575989,4.8330919474239257e-11
IFT57,0.55354786,1.1956573198982249e-08,Other,5.8591475,4.652489707359079e-09
PDP1,0.5516229,5.664168751746276e-12,Other,7.0531325,1.7493419138046322e-12
FAM107A,0.5504978,1.944976000854386e-09,Other,6.162555,7.158040928314443e-10
HIF3A,0.5503132,1.0772648628061711e-09,Other,6.258325,3.8913445044222926e-10
WDR19,0.5500091,2.281192624528996e-10,Other,6.5042977,7.805713538354321e-11
SLC25A10,0.5469064,8.092963777323864e-09,Other,5.9256544,3.110560907610873e-09
CCNE1,0.5452581,1.4395388234425396e-11,Other,6.917322,4.6026071225713855e-12
DIPK1B,0.54444945,1.95208229901813e-07,Other,5.363109,8.180154395885497e-08
LMO1,0.542808,8.169273456340147e-11,Other,6.6611176,2.7175338232315188e-11
SHMT2,0.54237914,7.006055717608218e-07,Other,5.1223884,3.0168933804394574e-07
RABGGTB,0.54082185,7.662691825567266e-12,Other,7.0103636,2.376998280584132e-12
SYT11,0.53959024,2.806068090623269e-09,EMT_pancancer,6.1028013,1.0422538622315e-09
