gene,avg_logFC,p_val_adj,gene_set,scores,p_val
RND1,4.781088,0.0190605714913689,Other,2.5046082,0.0122587143261022
CYB5A,4.5269866,8.918498111964507e-67,Other,17.656992,8.990421483835188e-70
NXPH3,4.44109,0.0234081179800728,Other,2.428228,0.0151728022794222
SPRR2D,4.2092505,3.9852498970076255e-11,Other,6.83025,8.476690809159366e-12
TBX15,4.1804447,2.5404515226543705e-41,Other,13.757211,4.609690262880916e-43
RTN4RL2,-4.1148367,1.0178408591428897e-06,Other,-5.0894427,3.591172386088824e-07
MMP10,-4.0977054,1.7952856336622072e-11,Other,-6.9505897,3.6376251246583035e-12
RBP4,4.0805454,8.930376636338961e-07,Other,5.1158185,3.123831343558084e-07
ITIH4,4.074339,2.680672255952651e-10,Other,6.538467,6.21526833537409e-11
MMP1,-4.0363364,0.0084468075275396,EMT_hallmark,-2.7947426,0.0051941054352814
DAPL1,3.9727216,1.0799227093016866e-25,Other,10.741021,6.53179058045375e-27
ASGR1,3.9367266,0.0070480748069648,Other,2.8538136,0.0043197877849139
SLC26A7,3.8878703,7.836676674462791e-31,Other,11.81776,3.159950271960803e-32
ITGB3,-3.8839815,2.795356800701612e-30,EMT_hallmark,-11.704289,1.2116970003041262e-31
TGFB2,-3.85512,3.089678506175216e-12,Other,-7.2030835,5.886585057128185e-13
COL23A1,-3.7940452,1.6721911814056897e-11,Other,-6.9613047,3.371353188317923e-12
STMN2,-3.6957188,0.0055423112854759,Other,-2.9376118,0.003307508347784
IFITM1,-3.6803322,3.781350715210488e-55,Other,-15.988994,1.524738191617132e-57
TREM1,-3.642409,0.0096211128208491,Other,-2.7507827,0.0059453045959481
CYP24A1,-3.6049178,2.6349169698298447e-17,Other,-8.704585,3.1873995602780377e-18
CLCNKA,-3.5953212,0.0121164135386363,Other,-2.6700068,0.0075849725881987
ORM1,3.5746045,2.440435855909054e-27,Other,11.096546,1.3038618988223774e-28
TOP2A,3.5329194,7.523516990347416e-40,Other,13.502244,1.5168381028926238e-41
FAT2,-3.5298078,1.7260575921035632e-10,Other,-6.6066046,3.9323489497520695e-11
ADAM23,3.4968696,2.214556081870956e-44,Other,14.280333,2.9021400266454063e-46
PRR9,3.455441,2.121711728288258e-14,Other,7.87924,3.2937863523829813e-15
SERPINE1,-3.4366097,6.847067704483565e-31,EMT_hallmark,-11.8312235,2.69189153704495e-32
PLA2G4D,3.3793979,1.1225490117936528e-14,Other,7.9616647,1.697402739607338e-15
SERPINA3,-3.3667967,2.4360024564264776e-35,Other,-12.677724,7.858072440085413e-37
AZGP1,3.356008,6.726184473917602e-10,Other,6.3923006,1.63408312319974e-10
SLURP2,3.2474267,3.887881589143418e-05,Other,4.3009143,1.7009481952502456e-05
HILPDA,-3.2304413,7.844362041291174e-46,Other,-14.529255,7.907623025495134e-48
