gene,scores,avg_logFC,p_val,p_val_adj
ERVMER34-1,5.169669,1.0143968,2.3450854710455406e-07,6.822066824859754e-07
PRSS8,5.149063,0.8295618,2.6179066631309244e-07,7.593460262648763e-07
AGT,5.1413703,2.4865901,2.727419878076049e-07,7.888048160499826e-07
BACE2,5.1375237,0.6628974,2.7838227859685667e-07,8.027768033955866e-07
CDK18,-5.129556,-1.2027339,2.90426286552914e-07,8.350808007550455e-07
WEE1,5.11994,0.84823674,3.056331212242818e-07,8.762660585389812e-07
RBP4,5.1158185,4.0805454,3.123831343558084e-07,8.930376636338961e-07
FAM20A,-5.1029053,-1.1746113,3.3447815355270555e-07,9.534549664490916e-07
EDRF1,5.09796,0.8665893,3.4333340563464733e-07,9.758932332079374e-07
RTN4RL2,-5.0894427,-4.1148367,3.5911723860888237e-07,1.0178408591428895e-06
C6orf132,5.0702105,0.86129296,3.973762423347993e-07,1.1230690381655867e-06
GOLT1A,5.0652647,1.1422919,4.078328592757112e-07,1.1493471488679132e-06
IQGAP3,5.0583963,1.312909,4.227973551319813e-07,1.1881444087561627e-06
IQCH,5.0526266,0.87453973,4.357756659922836e-07,1.2211566685433483e-06
MUC16,5.045483,0.9158551,4.523771520111959e-07,1.264107421958046e-06
ANOS1,5.039988,1.1401067,4.655610035485247e-07,1.2972935829217318e-06
PFKFB3,-5.028998,-1.6586695,4.930493524704917e-07,1.3662149655048263e-06
LAPTM4B,-5.028998,-0.3102035,4.930493524704917e-07,1.3662149655048263e-06
ANXA3,5.0240526,0.7627818,5.05923720853236e-07,1.397984209154346e-06
SLC34A2,-5.0152607,-0.43632475,5.296162059547577e-07,1.4553442556983926e-06
MYC,-5.0155354,-0.8873093,5.288598840454552e-07,1.4553442556983926e-06
EDAR,4.9965777,0.91976243,5.835665724520314e-07,1.5991658560011468e-06
CNOT6,4.963608,0.8820549,6.919556761871573e-07,1.890964272114766e-06
NDE1,4.9608603,0.9104595,7.018160978686491e-07,1.9126416733123624e-06
TTC5,4.9564643,0.923491,7.178749706230742e-07,1.9510464955016157e-06
ALDH1A1,4.9432764,0.93263894,7.682040383708251e-07,2.082126792524204e-06
TSN,4.93943,0.8037977,7.835125049774679e-07,2.1178321660426382e-06
CXCL14,-4.9232197,-1.0146264,8.513171170159522e-07,2.2886357183735087e-06
UCHL5,4.9232197,0.8154309,8.513171170159522e-07,2.2886357183735087e-06
KIF22,4.913604,1.1588672,8.941741871419125e-07,2.397353496337236e-06
SAA1,4.9026136,1.2531213,9.456983323420945e-07,2.528659691868889e-06
GPATCH4,4.900965,0.816716,9.536693518699803e-07,2.5431182716532807e-06
KIF23,4.8888764,1.5857301,1.0141319627479064e-06,2.697101627468963e-06
TNNT2,4.8751388,1.5994842,1.0873194093738828e-06,2.884012978874042e-06
PAFAH1B3,4.860852,0.84095967,1.1688165145735302e-06,3.091909286551845e-06
CRABP2,-4.8460155,-0.7587177,1.2596567045686704e-06,3.3233496035428753e-06
DUOX1,4.845466,0.9564209,1.2631483253821106e-06,3.3237218535253413e-06
C21orf58,4.839971,1.2657484,1.2985804718165134e-06,3.4079148889999506e-06
C19orf48,4.833652,0.78784764,1.3405095428402976e-06,3.5086687770384567e-06
GDA,-4.8287063,-1.1415974,1.3742288027967037e-06,3.587460453616658e-06
CASP6,4.8130455,0.76881856,1.486472918645994e-06,3.8702916936924565e-06
ETV4,4.811947,0.7530682,1.4946722783511175e-06,3.881452618126462e-06
BMP7,4.8097486,0.7925672,1.5112016448989066e-06,3.914130631174192e-06
GSTZ1,4.800682,1.0565828,1.581261945659206e-06,4.084926692952949e-06
PARM1,4.7957363,2.2380984,1.6207820104030521e-06,4.1761448164151364e-06
SCUBE2,4.7762294,1.2850822,1.7861265045227597e-06,4.59025257120875e-06
TEX10,4.75892,0.9306709,1.9463134644458346e-06,4.988999888191907e-06
MEX3A,4.748205,0.69647324,2.0522994160664686e-06,5.247116032829735e-06
TPH1,-4.737215,-1.6046169,2.166751778304063e-06,5.525495537474629e-06
GPCPD1,-4.7300715,-0.1400831,2.244406531991393e-06,5.708849435219133e-06
PHACTR1,4.728423,0.72847635,2.2627027052797016e-06,5.740667733088143e-06
MAPK15,-4.727324,-1.1130463,2.2749796280398123e-06,5.757091303610954e-06
NCALD,4.726225,0.73786974,2.2873204990916363e-06,5.773592710175326e-06
XDH,4.708641,0.69936204,2.4937356337787336e-06,6.278644032255086e-06
FMO5,4.667429,2.1973698,3.049921875893141e-06,7.65955063515442e-06
C4BPA,-4.6616592,-1.2738956,3.136702717825805e-06,7.857598727482826e-06
INO80B,-4.660835,-0.66672105,3.1492916875880044e-06,7.869262856643073e-06
F11R,4.6583624,0.6543776,3.187350043396554e-06,7.944349856907995e-06
CRISPLD1,4.657538,1.1242931,3.200133905871368e-06,7.956222643168914e-06
IGSF3,4.6295137,0.7316059,3.665256012902623e-06,9.089834911998506e-06
SLFN13,4.6242933,0.71066856,3.758774994727186e-06,9.298515697679223e-06
CMTM7,4.615776,0.78816044,3.916288037518972e-06,9.664073963230896e-06
CEP131,4.6047864,0.7494347,4.128897131297542e-06,1.0163439092424718e-05
DLX6,4.594346,0.8048516,4.3410897014880575e-06,1.0659309366030082e-05
LARGE2,4.557804,0.7493823,5.169117935058835e-06,1.2661148127353985e-05
PDK1,-4.5520344,-1.594635,5.312961286236186e-06,1.298142265011403e-05
PIP4K2B,4.5454407,0.691517,5.482046571374623e-06,1.3361646680107189e-05
TSPAN11,4.5413194,1.2768276,5.590328013554204e-06,1.3592170072171005e-05
TDG,4.5350003,0.9605593,5.760345336610126e-06,1.3971302136716981e-05
MLLT6,-4.533077,-0.38208517,5.81306460320624e-06,1.4064780698489243e-05
C1orf116,4.530329,1.237407,5.889179572559628e-06,1.421427283693224e-05
TFPI2,4.5259333,0.6147052,6.012951154946668e-06,1.4477785305114306e-05
SKA3,4.516042,1.7197453,6.300603485463342e-06,1.5133652923921635e-05
S100A8,4.5138445,1.4408803,6.366290977985129e-06,1.5254494324060985e-05
HDDC2,4.5069757,0.77138144,6.575814182001397e-06,1.5718572695290087e-05
SEC23B,4.499283,0.64004797,6.818310310916255e-06,1.6259047664492607e-05
NLK,4.4874687,0.6553789,7.20744263787242e-06,1.7145762821989067e-05
AGA,4.4833474,0.70691144,7.3481161431492716e-06,1.7438591421062387e-05
ZIC2,-4.4806,-2.1652708,7.443353055518481e-06,1.7622449238840892e-05
SAA2,4.479501,1.0896018,7.481777348437804e-06,1.7671245546786433e-05
PYGO2,4.469885,0.7525954,7.826177384007193e-06,1.844077901409771e-05
RCN1,4.464115,0.6215589,8.040038174745789e-06,1.8899805377601476e-05
PCDH7,4.439937,0.5714762,8.99851710619121e-06,2.1102905364873948e-05
SLC5A6,4.436915,0.81334823,9.12573611969301e-06,2.135077884607421e-05
NAXE,4.432519,0.7404899,9.313853699744723e-06,2.1739630282698273e-05
FUT2,4.4080663,0.6898895,1.0429763470601982e-05,2.4287148739054378e-05
SLC2A11,4.4033957,0.7207315,1.0656960593008122e-05,2.475809112005634e-05
CD320,4.402022,0.7347533,1.072467763559243e-05,2.4857196762868435e-05
MAP2K6,4.400099,0.6516614,1.0820172070853166e-05,2.5020071548453012e-05
SH3D21,-4.355864,-1.748367,1.3254303119588253e-05,3.057736905728267e-05
RPRD2,4.345973,0.69037795,1.3865956777515565e-05,3.191422070370172e-05
PLEKHA2,4.341577,0.70935374,1.4146361051843228e-05,3.248423648941778e-05
CCSER1,4.3338842,0.66963893,1.465012876559587e-05,3.356334349993327e-05
SLURP2,4.3009143,3.2474267,1.7009481952502456e-05,3.887881589143418e-05
SMARCD2,4.2951446,0.6425322,1.7457950432169645e-05,3.9812153629223645e-05
CADM1,4.282781,0.68031776,1.845718830450653e-05,4.1994336692822194e-05
B4GALNT4,-4.2778354,-1.442018,1.887194443581022e-05,4.283974572156462e-05
REPS2,4.2624497,0.80696666,2.0219818178198004e-05,4.5794656695827446e-05
CNNM3,4.2602515,0.6931216,2.0419696980908154e-05,4.6142003200594276e-05
CXCR4,-4.252009,-0.7015012,2.11861271603427e-05,4.776508668877264e-05
R3HDM1,4.2509103,0.6819463,2.129036355094438e-05,4.789124862253248e-05
SLITRK2,-4.2489867,-2.6675224,2.1473953030673844e-05,4.819493530866166e-05
ZRANB3,4.2267323,1.1101215,2.3710957118214496e-05,5.309541639112591e-05
PYCR2,4.2228856,0.66898406,2.411941249728107e-05,5.388841711104239e-05
HES6,4.19651,0.65069366,2.7105966325186565e-05,6.042498560580915e-05
ORC2,4.1954107,0.6595098,2.72377384186598e-05,6.0582593074687265e-05
RPIA,4.16354,0.703208,3.133510551497803e-05,6.954009993480583e-05
PRELP,-4.1563964,-2.3733935,3.233064365646592e-05,7.158928238217454e-05
AKR1E2,4.1399117,0.66033703,3.4743960012979725e-05,7.67617112090777e-05
AMOT,-4.136065,-0.60217595,3.533118825574097e-05,7.788564166598898e-05
CDC73,4.117932,0.5971503,3.822878381789468e-05,8.408637150188807e-05
TCF7,4.112162,0.5859106,3.919710068497899e-05,8.602549530862646e-05
PWWP2B,4.1105137,0.6705677,3.947801013430027e-05,8.64507418393507e-05
ERLIN2,4.1063924,0.6743526,4.018866650948283e-05,8.781312153613869e-05
BCL9,4.083039,0.6741774,4.445061749728513e-05,9.69121155105645e-05
FAHD2B,4.047871,0.5345668,5.168564412708439e-05,0.00011243894511856956
SUSD4,-4.0410023,-1.5925429,5.322326711474142e-05,0.00011553059294928552
DPH6,4.038804,0.6080129,5.372439241848212e-05,0.0001163637495177604
ENPP3,4.034408,1.6110343,5.4740085650281654e-05,0.00011830537029429063
FGF3,4.033859,1.2963281,5.4868318966853185e-05,0.00011832472264156166
CASP14,-4.0311112,-5.6187997,5.551376576453895e-05,0.000119456953662522
ZNF750,4.006933,1.2512221,6.151221453323742e-05,0.0001320781749285098
NPM3,4.0003395,0.5818444,6.325170824816934e-05,0.0001355198587088207
TMEM35A,3.9907231,2.214915,6.587213115988407e-05,0.00014083007351423492
NEUROD1,-3.987701,-5.5926137,6.671669041204599e-05,0.0001423289395456981
LRP4,-3.981107,-0.42735267,6.859506800303535e-05,0.00014602211901075334
LRRN2,-3.9753373,-1.5854659,7.027959110165808e-05,0.00014928769672986042
CH25H,3.9731393,2.6797936,7.093154901823071e-05,0.00015035063381642065
ETNK1,3.9613252,0.6100258,7.453497613496133e-05,0.00015765180453279666
CCDC43,3.935224,0.71574104,8.311914962809727e-05,0.0001754344604916436
KIF9,3.9000561,0.63204026,9.617038494543014e-05,0.00020254994026723292
TFDP2,3.894836,0.5463629,9.826522540723253e-05,0.0002065235245846921
C3,-3.8843954,-0.35907602,0.00010258481452846099,0.0002151461649307258
ESRP1,3.8747792,0.58368206,0.00010672138971765546,0.00022334940632893292
UBD,3.8706582,2.024158,0.00010854196090853086,0.00022668131625528973
SYN2,3.8698337,0.8969049,0.00010890957411188337,0.0002269712132751855
CDH5,-3.8668115,-1.956179,0.00011026756387924239,0.00022931954584530075
TEDC1,3.8569207,0.7962768,0.000114824433486867,0.00023829673225726373
AHNAK2,-3.8481286,-1.3122227,0.0001190235432087999,0.0002464955216349259
ZNF678,3.8409853,0.58057636,0.00012254150554030237,0.00025325244478329156
THUMPD3,3.834391,0.6160545,0.00012587565754613436,0.00025960218770429373
SF3B4,3.8305447,0.70103216,0.0001278598765866793,0.00026314729787134
ST6GAL1,-3.8294458,-0.88418925,0.00012843218818513552,0.00026377791030984354
FGGY,3.79208,1.1997828,0.0001493908009696854,0.0003061894102519172
ENTPD8,3.7896073,0.88894325,0.00015088568038778346,0.00030861565967975503
IGFBPL1,3.7775183,1.5687943,0.00015839888649505328,0.0003233162456853762
RHEX,-3.7651546,-1.7975404,0.00016644607324449155,0.0003390441574097241
DUSP4,3.7552636,0.53352535,0.00017315910917395724,0.0003519955661896836
KRT31,3.7338333,1.490146,0.00018858737935633908,0.0003825739883875018
CCL2,-3.7332838,-2.5164242,0.00018899946787260917,0.00038262749414209857
NUP50,3.7283382,0.5117191,0.00019274653935620294,0.00038941867014532247
MPZL2,3.7277887,0.57488817,0.0001931671631664642,0.00038947525581530993
LYPD3,3.726415,1.1384865,0.0001942224996886342,0.00039080876205096376
TFAP2A,3.7250414,0.6351565,0.00019528325247287505,0.00039214774585646163
PKP4,3.723118,0.59103495,0.00019677745480808665,0.00039434997003964036
HP,-3.7082815,-0.5515896,0.00020867050159749246,0.0004173410031949849
ADGRL3,-3.7052593,-1.2969605,0.00021117450644381585,0.0004214992160810168
SLC6A14,3.703611,1.1270442,0.00021255219357974384,0.00042339714062471055
PLVAP,3.692621,1.5669901,0.00022195471231814168,0.0004412406305001935
MORN4,3.6909726,0.57739276,0.00022339831881078922,0.0004432222645206058
BMP4,3.6775098,0.59474736,0.00023552204028244825,0.00046634304183670395
C1QL1,-3.6437156,-1.3258699,0.00026873023045576234,0.0005310366307014268
TRDJ2,3.6338248,0.61331165,0.00027925055960371724,0.0005507287378268141
SERPINA1,-3.6187136,-0.11215973,0.00029607108330751466,0.000582743084605267
NAA15,3.6143177,0.5949491,0.0003011397154097043,0.0005915457379929241
ADGRG2,3.6132185,1.4912316,0.00030241951058988055,0.0005928856808402401
SMIM19,3.6068995,0.4505912,0.000309877726918937,0.0006063090830445473
PFN2,3.582172,0.49067274,0.0003407492729433155,0.0006654001550389153
SERPINI1,3.5805235,1.7267176,0.0003429064488510514,0.00066829704766256
SEC16B,3.575578,0.52312213,0.0003494548773754935,0.0006797239967774305
PBXIP1,3.5676103,0.323257,0.00036025167325301054,0.0006993535418140634
TBC1D16,3.5555215,0.48550484,0.0003772302114351262,0.000730883534655557
FGL2,3.550576,0.911528,0.0003843892180156436,0.0007433023475078332
TRAF4,3.5456305,0.4648598,0.0003916750415073294,0.000755917589835157
PRR15L,3.5332668,0.5585693,0.00041045805095614696,0.0007906298767931995
IVL,3.5233757,4.9675765,0.00042608668998070614,0.0008191434039939157
GDF15,3.520079,0.6547769,0.000431418523417798,0.0008277895072155816
SGO2,3.5181556,2.0775983,0.0004345574596019237,0.0008305992291427906
BHLHE40,-3.5184305,-0.5985054,0.0004341077384912492,0.0008305992291427906
CPB2,3.5129354,4.938792,0.00044318523662109394,0.0008454610667848561
OBSCN,-3.5041435,-0.45624414,0.0004580785600123746,0.0008721956459352699
LHFPL5,3.4950767,0.43293965,0.00047392549032727817,0.0009006400122694634
RGMB,3.4843616,0.55502,0.0004933126387838805,0.0009356905118042245
HMOX1,-3.467327,-1.8680503,0.0005256617499991522,0.0009951459083953416
TRMT1L,3.4632058,0.5191384,0.0005337797765593127,0.0010085895968511204
AREG,3.4593594,1.5184106,0.0005414618568332221,0.001021160003761514
SPAG16,3.4524908,0.5007035,0.0005554366249325073,0.0010455277645788372
GLB1,3.4464462,0.5380587,0.000568011588083581,0.0010671732867024856
ALDH18A1,3.4453473,0.547843,0.0005703262365973153,0.0010694964587987462
C5,3.4442482,1.2783262,0.0005726496659483178,0.0010718272992843985
CPS1,3.4365554,5.100334,0.0005891621082669779,0.001100656895293488
CHML,3.4305108,0.36752865,0.0006024459630429471,0.0011233578859748186
PIK3IP1,3.4299612,0.5028304,0.0006036673079989557,0.0011235233949999325
ASGR2,3.4252906,27.251797,0.0006141421707714547,0.0011408783397102678
C1orf131,3.3903975,0.50942934,0.0006979134275622024,0.0012940749909190743
CNPY2,3.3838036,0.5770818,0.0007148913338208504,0.0013230824685639619
HBA2,3.3684177,0.71695316,0.0007560098266650416,0.0013965768120143785
CRYBB1,3.3673186,0.76455516,0.0007590293291512067,0.0013995485028215557
SORCS3,3.3612742,1.1584909,0.0007758377180362913,0.001427886857684603
GJB2,-3.3538558,-1.3926269,0.0007969383697902025,0.0014640053015405204
TRDJ3,3.3508337,0.5624546,0.0008056866426189919,0.0014773403872052494
FGL1,3.3500094,27.355062,0.0008080879545197171,0.001479009687977047
C6orf15,3.336272,1.6049342,0.0008491002958297446,0.0015512108535232166
IGFN1,3.3354478,2.9969406,0.0008516213999273803,0.0015529566704558112
GALNT14,-3.3225346,-0.79678357,0.0008920360156436018,0.0016236692248045006
RNF43,3.3118193,0.5937393,0.0009269135494358136,0.0016840627125280715
FOXA2,3.293686,0.8204076,0.000988828879228504,0.0017932691923120219
KIF2A,-3.283795,-0.83809173,0.0010241936749575164,0.0018540148276603218
CDKN1A,3.2703323,0.50267106,0.0010742118074365382,0.0019410165992295918
HMGA1,3.2678597,0.41596118,0.0010836408799562648,0.001954494096212027
SERTAD2,3.2450554,0.4175199,0.0011742772698621427,0.0021141253206955453
HLA-DPA1,3.2236252,0.57383674,0.001265789834345082,0.002274752745779568
CYP26B1,3.214009,0.6711747,0.001308956029972594,0.0023480730230249786
AP1S3,3.208514,0.54975283,0.001334228332829327,0.0023890875562575676
TMEM30B,3.2024696,0.39997223,0.0013625473359140546,0.002435399922931067
GCC2,-3.2002716,-0.69689316,0.001372981881256817,0.002449636737781947
HOMER2,3.198623,0.48188335,0.0013808561020698079,0.002459262573165618
SCNN1A,3.1980736,0.4011431,0.0013834900835903196,0.0024595379263827903
FAM43A,-3.1966999,-0.92467916,0.0013900953221936728,0.0024668596773097023
DSG4,3.1760936,3.2208169,0.0014927276713087203,0.002644260446318304
CFAP45,3.1574106,0.66666275,0.0015917697136316011,0.0028146801353343106
TNFSF14,3.1568613,2.2947285,0.001594772253658108,0.0028149716648200054
KCNMA1,-3.1491683,-0.4097843,0.0016373588966240137,0.002885008926200749
TBX18,-3.1464207,-0.4446233,0.0016528203154016693,0.0029070882143235033
EPHB2,-3.13653,-2.7630007,0.0017096004565300517,0.0030016347838545334
PIGR,3.107956,1.2485645,0.0018838612865444925,0.003301749816699888
DLX3,3.1041095,0.5121248,0.0019085268497585665,0.00333908048493915
TPD52,3.0876245,0.46347573,0.0020176318242353217,0.0035237513550025333
MYEF2,3.0846024,0.55742073,0.0020382446903277774,0.003553495136740167
TINAGL1,3.0837781,0.45234096,0.0020438998194854344,0.0035571028437360545
GABRP,3.0821297,1.9998606,0.0020552532878855365,0.0035705976560113
TRIM45,3.076085,0.4197279,0.0020973794652684387,0.0036310653220703163
FBXO21,3.076085,0.38024828,0.0020973794652684387,0.0036310653220703163
FABP4,-3.0700407,-1.3085755,0.0021402962319867925,0.0036989091674754326
BSX,3.066469,2.2428727,0.002166033116045167,0.003736878001942271
SDHAF3,3.0590508,0.51060146,0.002220395490462574,0.0038240144557966553
MT3,-3.0475113,-0.8405743,0.0023074486031716226,0.003967052017931108
WIPI1,-3.0170143,-0.6492513,0.002552778580922746,0.004381239363798208
ERGIC2,3.0090466,0.45129836,0.002620690147616019,0.0044900252615459255
DPH5,3.007398,0.5632148,0.002634945393112789,0.004506665224082563
PIK3R3,3.0054748,0.47607225,0.002651666079151733,0.00452376314155479
CLK2,-3.0052,-0.55415964,0.0026540626495815396,0.00452376314155479
A2M,2.9988809,0.8682571,0.0027097330926396084,0.004610729378899643
KIF1A,2.9977818,0.4283503,0.0027195231232563805,0.0046194639353944
PAX8,-2.995309,-0.03910137,0.002741668958495796,0.004649120695432187
NLRP2,-2.9744282,-2.4210055,0.002935351764447609,0.004969059642204826
AADAC,2.973604,26.51858,0.0029432472558621105,0.004973937440911779
WNT10A,2.969208,0.39789522,0.0029856848028410243,0.005037073680983497
SPATA17,2.9642625,0.45843726,0.0030340938106942768,0.005110052733800888
SMPDL3B,-2.9420078,-0.9796207,0.0032609168065481924,0.005478342940428105
CDH6,-2.9417331,-1.1940448,0.003263811167130051,0.005478342940428105
STMN2,-2.9376118,-3.6957188,0.0033075083477840427,0.0055423112854759635
WDR77,2.9356885,0.32978362,0.0033280821619763343,0.005567381964048101
SSTR2,-2.9332159,-1.673308,0.0033547054577150012,0.005602471067429767
ARFGAP3,-2.9285452,-0.38273323,0.003405523682010479,0.0056777806597552855
CXCL8,-2.9249735,-1.803097,0.0034448564714871076,0.00573372083844834
NFIB,-2.9172804,-0.38102964,0.0035309812256155474,0.005867225085109921
CLIC3,2.9128845,0.41825134,0.003581070502008545,0.0059405049130308975
PHLDA3,-2.9051914,-0.8698232,0.003670284410389927,0.006078334115370296
STRIP2,2.8983228,1.5847595,0.003751642329746483,0.006202715318514185
NAPEPLD,2.889256,0.33515844,0.003861544345147609,0.0063737969889957205
C11orf1,2.8810136,0.4404493,0.003963984787290436,0.006532014798990221
ZNF518A,2.8801894,0.40188792,0.0039743633771203105,0.006538256169325618
CASQ1,-2.8722217,-0.9024904,0.004075969213939599,0.006694307053357752
UGT2B15,2.8606822,26.911491,0.004227305026539682,0.006931382787317957
CDKN1C,2.8560116,0.2579555,0.004289995624407196,0.007010997791452945
DPEP1,2.8562863,1.6956643,0.004286284734030586,0.007010997791452945
ASGR1,2.8538136,3.9367266,0.004319787784913918,0.007048074806964813
SYNRG,2.8362296,0.4478452,0.004564961171606928,0.007435864502847409
MMP1,-2.7947426,-4.0363364,0.005194105435281419,0.008446807527539619
TSTD1,2.7554536,0.41073275,0.0058610827320898975,0.009515865908728606
KIAA1549,2.7529807,0.5087552,0.005905535855100133,0.009572371843561
TREM1,-2.7507827,-3.642409,0.005945304595948111,0.009621112820849147
PLA2G7,2.7436395,0.3949716,0.006076225213881218,0.00981696321200353
FTCD,2.7425404,2.3964746,0.006096595734610578,0.009833858485745842
STOX1,2.718912,1.2987413,0.006549703443910992,0.010547574377207311
WDR18,2.7084715,0.32856828,0.006759391015666725,0.010867610838802904
FST,2.6875906,0.8342523,0.0071969566078652104,0.01155239636731762
DNAJB1,-2.6840189,-0.5382108,0.007274299145340052,0.011657681344389874
SAMD11,2.6776998,0.28527397,0.007412964886195375,0.0118607438179126
CLCNKA,-2.6700068,-3.5953212,0.007584972588198733,0.012116413538636302
ZNF503,2.6551702,0.4123721,0.00792683767004624,0.012642159113642876
DTWD2,2.6447299,0.3135641,0.0081756156531166,0.01301799474781969
EIF3L,2.6430814,0.4239268,0.00821552884024446,0.013060584310132219
FSD1L,2.640334,0.40141162,0.008282438440518337,0.013145886292790704
EHMT2,2.6112106,0.34384292,0.009022233075601422,0.014297212797119185
CCN4,-2.5908792,-2.8465087,0.009573110513040122,0.015145973889849762
EXOSC8,2.5864832,0.30527577,0.00969609071002268,0.015316117809462577
NKD1,2.5848346,0.4023928,0.009742570108771173,0.015365070823372027
GALNT16,-2.583461,-0.938216,0.009781454523262317,0.015401909344565425
MTF2,2.5752184,0.2870377,0.01001767883383626,0.015748870686474754
STC2,-2.5628548,-0.8951474,0.010381545915415355,0.016295084727993722
TNFRSF19,-2.5493922,-0.95354885,0.010791089625398216,0.01689778924819377
STRADB,2.5491173,0.30626726,0.010799595144510938,0.01689778924819377
RPP38,2.5458205,0.37963223,0.01090212719231057,0.01703135460594029
DLL4,2.5238404,1.7297983,0.011608058736748748,0.01810565136297918
PAH,2.5219173,26.699429,0.011671716238136846,0.01817636186535597
RND1,2.5046082,4.781088,0.012258714326102236,0.019060571491368992
ATF5,2.5018606,0.388814,0.012354255829659095,0.019179063823195338
HABP2,2.4944425,2.5212486,0.012615520386701447,0.01955405659938724
PLA2G4A,-2.4356463,-0.4259379,0.014865216432949512,0.023005139939915625
WNT11,-2.4331734,-1.7626207,0.014967129006484621,0.02312677877637499
NXPH3,2.428228,4.44109,0.015172802279422252,0.023408117980072897
MT1F,2.4254806,0.37293562,0.015288137283382455,0.023549428858874837
RAB4A,2.410644,0.35491884,0.015924380549814703,0.024491450395994086
DERL1,2.4092703,0.2039707,0.015984453311609907,0.024545785890274036
DMBX1,-2.3793228,-1.5346718,0.01734448308439129,0.02659308689291524
BMPR1A,2.3782237,0.3802821,0.01739626695012394,0.02663132224463418
CLEC14A,2.3771248,1.5452417,0.01744818633799894,0.02666964691416787
CREB5,2.3743773,0.30724442,0.017578579633064223,0.026827616916922627
MT1H,2.3710802,2.558637,0.017736178491262727,0.027026557700971773
FERMT1,2.3433306,0.15828721,0.019112435756449636,0.029079043359506195
ZNF33B,2.3394842,0.3229645,0.0193103889895325,0.02933523105301108
KREMEN1,2.3026679,0.31741834,0.021297536872060964,0.032304520760068005
ZBTB37,2.2886558,0.3008625,0.022099364876008727,0.03346957245343612
CCDC120,2.2823365,0.19787636,0.02246948223320375,0.03397824142582031
CFH,2.2815123,0.5412869,0.022518153463481672,0.03400001253542438
BCCIP,2.2743688,0.23307733,0.02294382331842165,0.034590080139626556
BICC1,-2.2666757,-1.868491,0.023410037012222232,0.03523938803660767
SLC1A3,-2.2581587,-0.76957107,0.023935772873566515,0.03597619195542119
ATP1A4,-2.2534878,-0.8583651,0.024228404008670986,0.0363609330962203
PTH2R,2.2512898,0.30358812,0.024367182572643992,0.036513965426076794
KRT16,2.239201,0.94156224,0.02514284376721531,0.03761945854762834
MCAM,2.235904,0.16566974,0.02535806210479411,0.03788433374692132
BAAT,2.1831522,26.863428,0.029024600307648387,0.04323183709487567
ADAM28,-2.1831522,-0.093614995,0.029024600307648387,0.04323183709487567
MTAP,2.1694148,0.25920096,0.03005120525447934,0.04469384649541755
SIX1,-2.1611724,-1.8017478,0.030682027898217824,0.04556373005244324
SATB1,-2.1567764,-0.8390812,0.03102309239289301,0.04600135673206258
TIA1,2.151831,0.3137096,0.03141067478896462,0.04650655132933269
IRF6,2.142764,0.2684806,0.032132037171799306,0.0474330072536085
SPATA18,2.143039,0.1395431,0.03210997087278021,0.0474330072536085
E2F7,2.1336975,1.1886697,0.032867550967310546,0.0484466724510729
FGF9,-2.126554,-1.4987904,0.03345715504227882,0.049242578341158146
SFRP4,-2.1045742,-2.4383016,0.03532839387119589,0.0519196544003353
FABP5,-2.1023762,-0.09742242,0.03552033783092131,0.05212451942052358
MATN2,-2.0996287,-1.1697661,0.03576151834470419,0.05240092496003922
PLCE1,2.0974307,0.82922673,0.03595546708574108,0.05260740906940287
ARHGEF38,2.096057,0.2633762,0.036077139943953056,0.05270769193579004
C6orf52,2.0941336,1.3061948,0.036248071556615746,0.05287953968259239
TARS2,2.0798469,0.24270518,0.03753958911940733,0.054683219392734315
TTC19,2.0776489,0.16174863,0.03774171913348394,0.05489704601234027
ADGRF1,-2.0749013,-0.9814913,0.0379956830480788,0.05518553086924476
CAPS,-2.039184,-0.21406566,0.04143166855293471,0.06008803392472402
SESN3,2.0364366,0.30803105,0.04170654339545506,0.060310336805089536
FAM3D,2.036986,2.393864,0.04165144525596394,0.060310336805089536
B4GALNT3,2.007588,0.09123611,0.044687101544167905,0.06452635332141858
LEF1,1.9985212,0.23386288,0.045660184371205385,0.06583561467476125
GPR143,1.997697,0.55355537,0.045749525104587234,0.06586869216799787
PYCR1,-1.9946747,-0.37129992,0.046078368802046785,0.06624600268352233
TGM5,-1.9828606,-1.6431187,0.04738301094412314,0.06802307794004364
CCDC30,1.981212,0.010617061,0.04756750015362226,0.0681892487751348
HK2,-1.9573089,-0.8164182,0.050311160808181016,0.07190324480687105
APCS,1.9573089,26.401154,0.050311160808181016,0.07190324480687105
PLCB4,1.9567595,0.2303345,0.05037576123062034,0.07190324480687105
CD93,1.9515392,0.3375478,0.05099293925972094,0.07267959158856777
CFAP70,1.9435714,0.25697583,0.05194714796316032,0.07393338705804166
PECAM1,1.9413735,0.40387237,0.05221299138822083,0.07420528288984966
PIGM,1.9399997,0.2771019,0.05237972058805938,0.07433574080594407
S100A2,-1.8902702,-1.58468,0.05872182498649878,0.08321721483800969
WNT7A,-1.8842257,-2.7978418,0.05953444116629422,0.08424845311977727
TPST2,1.8828521,0.35808438,0.05972042202870901,0.08439125164170846
FBLN2,-1.8754338,-1.0374303,0.060733064667845955,0.08570014246159771
TM4SF1,1.8619711,0.13718557,0.06260715694819168,0.08821917569972462
HOXA10,-1.8575752,-0.15055227,0.06322936696384555,0.08896954897607771
SCEL,1.851256,0.5073233,0.0641327393147799,0.09011285750745279
