gene,scores,avg_logFC,p_val,p_val_adj
ALKBH7,13.630826,1.1984955,2.6258955172456702e-42,7.72013282070227e-41
LTA4H,13.465207,1.1738251,2.5061333518787663e-41,7.223560837768209e-40
ECSIT,13.444198,1.1549425,3.329959232886146e-41,9.413538600658912e-40
GLO1,13.383217,0.9253618,7.579496863669598e-41,2.1022378093574166e-39
AP1M2,13.377964,1.2698351,8.134501000049908e-41,2.2143919389024745e-39
PCBD1,13.373667,1.2462058,8.618516053650342e-41,2.3034942907029096e-39
NDUFB5,13.349451,1.0404109,1.1932426815564717e-40,3.132262039085738e-39
PEG10,13.3384695,1.1762073,1.3826942226663704e-40,3.565895626876429e-39
ELMO1,13.269917,1.6267033,3.459675086884904e-40,8.674966609023096e-39
KRT8,13.269439,0.9723223,3.4817893192677733e-40,8.674966609023096e-39
TC2N,13.03056,1.2194386,8.200371165108103e-39,2.0090909354514856e-37
STOML2,12.967805,1.0803275,1.8628954852529528e-38,4.489272726757116e-37
MFF,12.937587,0.90997535,2.761687871985716e-38,6.547872857772585e-37
FN3K,12.88711,1.1569835,5.320045370558111e-38,1.2413439197968925e-36
DNAJC19,12.878106,1.2414302,5.978487232210934e-38,1.373183786148449e-36
AFG3L2,12.851776,1.1063722,8.40580449197055e-38,1.9010050158764167e-36
CKMT2,12.784451,1.4833784,2.0027309269588913e-37,4.460627973681167e-36
GPR160,12.742295,1.5790459,3.4411862673527844e-37,7.550065392550139e-36
ZNF33B,12.70171,1.2565908,5.7852181088966936e-37,1.2506280323644324e-35
SUPT4H1,12.698231,1.0954739,6.048181028213808e-37,1.2885255234020721e-35
CAPN13,12.658735,1.2814156,1.000984784654471e-36,2.1020680477743892e-35
GOT1,12.587386,1.1108508,2.477429618069577e-36,5.129326110651095e-35
CDC20,12.585067,1.3162345,2.551276220664474e-36,5.208855617189968e-35
COMMD6,12.583975,0.98089343,2.5867804777237304e-36,5.208996304457374e-35
THOC5,12.577154,0.8008249,2.8200772835043307e-36,5.602045414528873e-35
PCP4,12.570401,1.2063477,3.0716211373192426e-36,6.020377429145715e-35
NIPSNAP1,12.562625,0.9454446,3.389004290338246e-36,6.555047772101607e-35
CTXN1,12.552052,0.93381983,3.873408895323842e-36,7.394689709254608e-35
NOP16,12.538409,1.0996299,4.6013805035270435e-36,8.671832487416351e-35
FOXM1,12.509829,1.3361888,6.596640519162895e-36,1.22747614723664e-34
CDH18,12.502121,1.3054413,7.268608502280681e-36,1.3356068122940752e-34
CHEK1,12.491138,1.3402246,8.3450840671718e-36,1.5144782195978452e-34
CDH10,12.4684925,1.155257,1.1090488434143144e-35,1.988172926608588e-34
CLGN,12.465764,1.6635845,1.1476716524448527e-35,2.03262328806498e-34
MTHFD2L,12.463649,1.363288,1.1785210804751323e-35,2.0624118908314816e-34
PNKD,12.45328,1.1115968,1.342125470986225e-35,2.321087579235001e-34
DARS2,12.373132,1.2092746,3.652964594894854e-35,6.244020877320274e-34
MMP1,-12.3540325,-2.649624,4.63298410479374e-35,7.82814555637563e-34
ABCA3,12.343801,1.3083712,5.261262719291631e-35,8.788700224271248e-34
LAMA3,12.319585,1.5260149,7.10589943380392e-35,1.1736710300777262e-33
ARHGAP11A,12.316038,1.3468273,7.42536078034858e-35,1.2128089274569346e-33
PAFAH1B3,12.29537,1.1571853,9.591688763590985e-35,1.549426646426236e-33
AGBL5,12.242505,1.2313968,1.842558530623416e-34,2.9440880869743707e-33
EIF4EBP1,12.232956,0.96833605,2.072575369518877e-34,3.2760062292395154e-33
ACADM,12.207513,0.9744483,2.8342231728568287e-34,4.432242621382488e-33
ATAD2,12.140801,1.1734688,6.419445197106344e-34,9.933246778680343e-33
PPARGC1A,12.133912,1.0945,6.983227812401151e-34,1.0693067587739261e-32
TBC1D31,12.123339,1.1850275,7.94550195366338e-34,1.2041121517407391e-32
ANGPTL4,-12.053557,-2.1203945,1.857554627837892e-33,2.786331941756838e-32
MMP11,-12.050693,-1.2067784,1.9232638980885263e-33,2.855755485040539e-32
CCL21,-12.031048,-2.3740747,2.4404377255266417e-33,3.587443456524163e-32
ABCE1,12.016109,1.0403377,2.9241881474527692e-33,4.25599661064908e-32
YES1,11.997214,0.987364,3.674556341685276e-33,5.295684139487604e-32
FBXL17,11.947966,1.1073706,6.65341485774606e-33,9.49565033095797e-32
COCH,11.926138,1.4505576,8.649439224466887e-33,1.222564967304454e-31
MTURN,11.9223175,1.1139996,9.055384728999437e-33,1.2677538620599214e-31
PRELID3B,11.890667,0.96078783,1.323450024760616e-32,1.8353505060359488e-31
EGR1,-11.793737,-1.7040411,4.204570143757217e-32,5.776372066657111e-31
POLD2,11.741624,0.989633,7.797478657666773e-32,1.0613234839601996e-30
CINP,11.727913,1.1121632,9.169140466735094e-32,1.2365721546881275e-30
WDR3,11.6624975,1.1044431,1.981431579974223e-31,2.647913111420098e-30
MYBL2,11.610452,1.1945826,3.646831248856459e-31,4.8295873295666616e-30
ECHDC1,11.574709,0.99070597,5.535893364630792e-31,7.265860041077914e-30
ID1,-11.573617,-0.6425235,5.606787198066855e-31,7.293785116069272e-30
MAL2,11.568365,0.83087,5.960771628729291e-31,7.686258152835138e-30
PYGL,11.567342,1.0544248,6.032268436172795e-31,7.71081269667305e-30
ATP1B1,11.565841,1.0111624,6.138673021659506e-31,7.779180467102994e-30
MMP3,-11.5262785,-3.6669726,9.725804524327903e-31,1.2219600556206852e-29
IMP4,11.520617,1.0413897,1.0386511578658533e-30,1.2939128831040715e-29
VPS72,11.490467,1.0267837,1.4731374402345359e-30,1.8197580144073677e-29
FMC1,11.487602,1.0655516,1.5228067709828258e-30,1.8654382944539618e-29
SOD3,11.478394,1.1432768,1.693992447338557e-30,2.057990824452627e-29
LPAR3,11.456975,1.3672965,2.1696161585249658e-30,2.614209633632541e-29
CHCHD7,11.45411,0.96109897,2.2425548292454603e-30,2.6801265032445745e-29
SMIM20,11.4438095,1.0415201,2.5254690272726044e-30,2.993902798460265e-29
RAB25,11.393401,0.8445132,4.510345685673445e-30,5.304166526351971e-29
STRBP,11.373074,1.10437,5.694623079343227e-30,6.643726925900432e-29
NNT,11.357657,1.0415771,6.794179859074458e-30,7.864129443180672e-29
FAM200B,11.3317375,1.0233878,9.137422673976123e-30,1.0493758852144454e-28
NPM3,11.28358,1.0386941,1.5817619533405434e-29,1.8024729235741076e-28
ACOT11,11.279828,1.0579628,1.6506878587182838e-29,1.8665470402429824e-28
NDUFA7,11.276553,0.88428944,1.7132717443590186e-29,1.92252630855554e-28
MZT1,11.271643,1.0496246,1.8115884029318337e-29,2.017450721446815e-28
AIFM1,11.254316,1.062933,2.205292111398929e-29,2.437428123125132e-28
TACC3,11.249201,1.1340828,2.337006192207108e-29,2.5637306735406334e-28
FAM136A,11.225531,1.0399275,3.0554562047324075e-29,3.3270523118197325e-28
COL7A1,-11.192858,-1.3604416,4.4195766084998305e-29,4.777042363599082e-28
NIFK,11.17178,1.0816175,5.604644287905322e-29,6.01374241111009e-28
DNAJC11,11.152135,1.0789762,6.990877266254698e-29,7.4468040444887e-28
CCNB1,11.122258,1.1556758,9.776602458331418e-29,1.0339284614206606e-27
MCM4,11.080921,1.0627785,1.552666244631742e-28,1.630299556863329e-27
ATG4D,11.072327,1.0287309,1.7090504646566234e-28,1.7817760163441392e-27
LGR5,11.066256,1.2138697,1.8288330477728103e-28,1.8932285776239654e-27
PKIB,11.060321,1.1496702,1.953964999417391e-28,2.008621363037458e-27
B3GALT1,11.058343,1.6724485,1.9975346161112469e-28,2.0112163600572144e-27
CDC25B,11.058752,0.9783637,1.9884418440702953e-28,2.0112163600572144e-27
GDPD1,11.058957,0.9788619,1.9839108675526033e-28,2.0112163600572144e-27
MAL,11.040403,1.2390765,2.4393586282710255e-28,2.4393586282710255e-27
CCT4,11.007935,0.93603545,3.4993497749852437e-28,3.475705519748857e-27
ACOT13,10.976079,1.0234832,4.980748068906428e-28,4.881133107528299e-27
BUB1,10.976079,1.2269447,4.980748068906428e-28,4.881133107528299e-27
RPRD1A,10.967212,0.93489265,5.494058874664956e-28,5.348520891230122e-27
TK1,10.922806,1.0341522,8.968194956125349e-28,8.67318854309491e-27
VDAC2,10.912301,0.772043,1.0067539555379355e-27,9.67273408261938e-27
MCM2,10.89286,1.0038792,1.2466209376165214e-27,1.1899563495430431e-26
MFAP2,-10.865576,-1.1247165,1.6815932491515606e-27,1.5948013395179315e-26
TIMM44,10.856367,1.004432,1.860026049652373e-27,1.7519875015266695e-26
FAM91A1,10.855822,0.82580245,1.8711703247597763e-27,1.7519875015266695e-26
LRPPRC,10.8519335,0.9920047,1.9525131083592314e-27,1.8165786514481457e-26
CRABP1,10.779219,1.2178826,4.315335725820073e-27,3.9896500106638406e-26
HMGA1,10.774172,0.9191996,4.5586807007407385e-27,4.188287893805554e-26
ECT2,10.752139,1.0776408,5.7903094564076534e-27,5.286804286285249e-26
TPX2,10.740611,1.0257825,6.560869909516799e-27,5.95338195493191e-26
SFXN4,10.735768,0.94341946,6.914166394316721e-27,6.235475214506491e-26
NCR3LG1,10.709506,1.0260837,9.185030269495721e-27,8.232923473267506e-26
HMMR,10.706301,1.4802932,9.508618685076278e-27,8.471314828522502e-26
SLC25A23,10.647911,0.9132264,1.7832219409711694e-26,1.579118224835915e-25
HOXA7,10.59109,0.9996084,3.2775258374331315e-26,2.885007773069882e-25
KPNA2,10.545183,0.9141185,5.346846887984636e-26,4.678491026986557e-25
NUDCD2,10.535429,0.93088067,5.931221290607467e-26,5.132481662629253e-25
IFI44L,-10.53536,-1.9751375,5.935523011203898e-26,5.132481662629253e-25
AURKA,10.49457,1.47823,9.149338441479873e-26,7.865220765482699e-25
RPP40,10.484065,1.1294343,1.0225170551165327e-25,8.738953901286647e-25
CDK1,10.462919,1.0543723,1.2785427257166253e-25,1.0863917958401382e-24
HDAC11,10.460464,0.9868166,1.3121167359081476e-25,1.1085124148189522e-24
PFKFB3,-10.452551,-1.9421284,1.4263565770592286e-25,1.198139524729752e-24
TRIP13,10.445457,1.0445814,1.537128744425535e-25,1.2838518490372366e-24
ANKRD62,10.444093,1.1718038,1.559388490547086e-25,1.2950853565560545e-24
FAM169A,10.43925,1.5226208,1.6410217571163558e-25,1.3552258331241815e-24
ABHD8,10.438363,1.0253799,1.6564209428439942e-25,1.3603009977545651e-24
RAB3IP,10.436863,0.95690763,1.6828080238927727e-25,1.374293219512431e-24
RRM2,10.435635,1.0553311,1.7047069805061856e-25,1.3844857797481176e-24
UBE2C,10.417286,1.0121968,2.0677019817184882e-25,1.6700669852341634e-24
FLAD1,10.395799,0.9929458,2.591066454710176e-25,2.0813484636196495e-24
ATRNL1,10.386931,1.1149976,2.8435520555607393e-25,2.2717508269968948e-24
PITPNC1,10.363808,0.899097,3.6224919979741967e-25,2.8784125605524697e-24
MMACHC,10.355486,1.0665814,3.951767226078485e-25,3.123170872223319e-24
CD44,-10.281475,-2.1721828,8.54100666920072e-25,6.714053370975966e-24
SCGB1D2,10.228133,1.2357998,1.4835107069554559e-24,1.1599791166087874e-23
TINAGL1,10.227383,0.884013,1.495046974730185e-24,1.1628143136790329e-23
SQLE,10.213331,0.92050123,1.7282696396940718e-24,1.337134931763308e-23
DDIT4,-10.206783,-1.8165785,1.8489343935134166e-24,1.4230018630705352e-23
SURF2,10.19812,0.9384347,2.0214724866828773e-24,1.5476898726165777e-23
OCIAD2,10.179635,0.932479,2.4447757865670795e-24,1.862083112048501e-23
SCD,10.170903,0.9607263,2.6741657667985083e-24,2.0263008645328903e-23
TESMIN,10.167493,0.9686459,2.7694528842330918e-24,2.0877414050372538e-23
CD24,10.164219,0.90472996,2.864090268677666e-24,2.1480677015082496e-23
MOAP1,10.147234,0.97497666,3.408885433188735e-24,2.543686084663676e-23
BABAM1,10.128202,0.83202755,4.141924413772902e-24,3.075065095073821e-23
TOMM34,10.122269,0.93550473,4.4009632978772646e-24,3.2509628381304416e-23
CENPW,10.107671,1.0306638,5.108428635929974e-24,3.7546950474085305e-23
DTYMK,10.093347,0.9958824,5.9119084350206686e-24,4.3236345271046683e-23
CYFIP2,10.064356,1.0772324,7.940517034517395e-24,5.77849506967355e-23
BBOX1,10.059308,1.3675871,8.358338630340837e-24,6.052590042660606e-23
KIF23,10.035571,1.1123002,1.0634270726054406e-23,7.66293037612744e-23
KIF9,10.0230875,1.0258099,1.2067274265988413e-23,8.653118620001449e-23
NPY1R,10.01422,1.7767038,1.3199865424711815e-23,9.419321443847751e-23
TWNK,9.990619,1.1893624,1.6753249637413565e-23,1.189723524975746e-22
STMN1,9.989528,0.8717425,1.6938726552013877e-23,1.1971119245894421e-22
GSTZ1,9.970223,0.9454368,2.057653971135954e-23,1.4472494438133265e-22
SMC2,9.960537,0.93823886,2.2683340778695893e-23,1.5878338545087126e-22
NMU,9.948396,1.0629765,2.5628159838402152e-23,1.7854689555664058e-22
SMIM26,9.940687,0.9345257,2.7690907624116185e-23,1.9200770852571127e-22
DFFA,9.930933,0.93878824,3.053837512535267e-23,2.1075780016088466e-22
PDE9A,9.922816,0.8839563,3.312753545939556e-23,2.275583043238854e-22
MELK,9.9153805,1.1137732,3.568925182095468e-23,2.4401488454327156e-22
LPIN1,9.902352,0.94886506,4.0659670261542145e-23,2.767116448354951e-22
NDC80,9.891984,0.96619284,4.509990541756743e-23,3.0551548831255354e-22
PYCR1,9.88871,0.9431947,4.659939421957551e-23,3.142252729485138e-22
ABHD14B,9.8853,0.931009,4.821385616248422e-23,3.2362725369338723e-22
UBE2T,9.878956,0.99796444,5.136543034977895e-23,3.4321446642806847e-22
SOX9,9.867086,0.9061633,5.781949651812118e-23,3.84591221183883e-22
MUC1,-9.851875,-0.3257538,6.727671249554655e-23,4.454809340921325e-22
DBNDD1,9.842939,1.0262918,7.35303387493871e-23,4.847067173165876e-22
DHX9,9.835846,0.853439,7.890196549592014e-23,5.177941485669759e-22
KIF18B,9.828479,1.0828578,8.489144181364649e-23,5.546240865158237e-22
SC5D,9.825409,0.9198503,8.751793421025527e-23,5.692538198631648e-22
SPP1,-9.820975,-1.4021556,9.145436775841696e-23,5.92237535704286e-22
SKA3,9.815109,1.1236986,9.69330797168633e-23,6.249632771218818e-22
NUF2,9.787825,1.215289,1.2699921994148757e-22,8.152351673099858e-22
TTF2,9.786665,0.903503,1.284637056863472e-22,8.210506406910017e-22
FAM162A,9.779707,0.85948473,1.3760830819038464e-22,8.756892339388113e-22
NOP56,9.761495,0.8031244,1.647100329663931e-22,1.043636846812922e-21
NUDT11,9.73878,1.0915471,2.0601323188323747e-22,1.2997401324822278e-21
DSC2,9.718589,0.88855505,2.51238794917298e-22,1.578294993711231e-21
RHOBTB3,9.686051,0.86311376,3.4563240474823665e-22,2.1620409999145013e-21
ACP1,9.677389,0.89779764,3.7620137377876613e-22,2.343288218028755e-21
HOOK1,9.658972,0.8513587,4.5036225028978185e-22,2.793386109392318e-21
FMN1,9.615657,0.97171974,6.866962722743419e-22,4.241359328753288e-21
FANCI,9.59799,0.9479516,8.151860601476233e-22,5.0139058929581856e-21
TACO1,9.594647,0.89460623,8.420439174369136e-22,5.157518994301096e-21
ATP2B2,9.574594,0.9228502,1.0225908179334571e-21,6.237379677851377e-21
POLB,9.567841,0.8741616,1.0916221172424791e-21,6.630927736968778e-21
PFKM,9.551128,0.81103617,1.2829145074949562e-21,7.760840847808994e-21
XPO5,9.537008,0.86099964,1.4701205728124414e-21,8.856873942763478e-21
SKA2,9.534007,0.87159145,1.513268431489201e-21,9.079610588935206e-21
TYMS,9.52473,0.8090701,1.6547128453392054e-21,9.88791822214891e-21
NQO1,9.522411,0.9473238,1.6920707781968236e-21,1.0070218801414294e-20
BYSL,9.511429,0.9120293,1.880615497449428e-21,1.1147196698591367e-20
ELAC2,9.470092,0.8309301,2.795967042698623e-21,1.6506311456895485e-20
SEPHS1,9.455768,0.8086479,3.2066022310153244e-21,1.8854821118370107e-20
TTC39A,9.431348,0.97271377,4.048530028846083e-21,2.3710514511568695e-20
PRC1,9.414841,0.93627924,4.7380155499984616e-21,2.763842404165769e-20
REEP2,9.3911705,0.9546744,5.933694713681908e-21,3.4476408020207134e-20
FGF14,9.336669,0.9200702,9.941214296225673e-21,5.753379927343205e-20
CCDC88C,9.329098,0.87956214,1.0677590018561809e-20,6.155316598935631e-20
PCNA,9.324868,0.8339989,1.1112114782597284e-20,6.380784660319535e-20
HES6,9.322959,0.9990612,1.1314039900333037e-20,6.471454728984266e-20
SYNGR3,9.296629,1.017183,1.4496924738009333e-20,8.259875722819271e-20
GSTM3,9.291854,0.8294946,1.516238382374996e-20,8.605677305371599e-20
AGL,9.282236,0.8914346,1.659584647611874e-20,9.383036276882518e-20
MPP7,9.271664,0.83140194,1.8326555548008908e-20,1.032185312474065e-19
WDR77,9.267298,0.8683445,1.909217056451338e-20,1.0712019362532315e-19
CD320,9.255702,0.82848024,2.1282809407595446e-20,1.189571476394118e-19
DNAH14,9.254201,0.9170051,2.1583882098035442e-20,1.20182979864061e-19
SEMA6D,9.202223,0.8470523,3.5061890167691906e-20,1.9449425866606452e-19
CCNB2,9.1679125,0.9339296,4.822668997250099e-20,2.6651591826908444e-19
SLC8A1,9.1531105,0.90874064,5.531732813789128e-20,3.0455607626479467e-19
CHML,9.1085,0.8114574,8.352892897073425e-20,4.581624089066393e-19
TSPOAP1,-9.107818,-0.43254292,8.405565003609461e-20,4.593375671117438e-19
ZNF581,9.094107,0.8574798,9.53668655532872e-20,5.192196013456747e-19
IGFBP3,-9.083671,-1.3244382,1.0497360863658756e-19,5.694140394678366e-19
VEGFA,-9.083193,-0.7671048,1.0543530437533216e-19,5.698157993813908e-19
MYO3B,9.051952,0.9816413,1.404350576949153e-19,7.5618877220339e-19
METTL8,9.039742,0.91473955,1.5704200407850515e-19,8.425246204211773e-19
BID,9.018597,0.8057229,1.905147524321333e-19,1.0183879493644943e-18
KLHL23,9.018187,0.8645806,1.912277148890495e-19,1.0184954379960244e-18
IFI30,9.016891,0.75372916,1.9350286773714999e-19,1.0268924749949837e-18
LMNB1,9.010615,0.81998795,2.0490333191701744e-19,1.0834816471871066e-18
CPNE3,8.957342,0.84403956,3.325994857777231e-19,1.7524058928073582e-18
PRR15L,8.943086,0.86557204,3.784528863004927e-19,1.9868776530775866e-18
TUSC3,8.919415,0.725817,4.687540985476583e-19,2.452201156103408e-18
PLAAT1,8.905228,0.9218104,5.327656261336986e-19,2.7771825192075776e-18
IDH3B,8.896497,0.82020104,5.763723946272466e-19,2.9938778095478888e-18
GRB14,8.887219,0.9144828,6.265701980504524e-19,3.2431626448386093e-18
GPSM2,8.861504,0.81017005,7.894228257819537e-19,4.071759838243761e-18
SGIP1,8.848952,0.79966784,8.834437487047623e-19,4.540777309776225e-18
TRIB3,8.84179,0.8453481,9.41967534323042e-19,4.8247117611668e-18
CEP55,8.835856,1.1011667,9.93346577781266e-19,5.0702064907585454e-18
PIK3R3,8.825488,0.78576666,1.0898375535467296e-18,5.543464372711739e-18
KIF2C,8.818599,0.80100685,1.159013817253013e-18,5.875001073661825e-18
GGH,8.811777,0.7798725,1.2317732561367445e-18,6.222359747494895e-18
PTTG1,8.811232,0.8715521,1.2377851859370236e-18,6.231315833313098e-18
DSG2,8.796225,0.86403716,1.4149602368141227e-18,7.098947263197135e-18
C8orf76,8.788176,0.8210954,1.5200805038794095e-18,7.600402519397048e-18
GRIA4,8.786198,0.8300514,1.5470738577373396e-18,7.70914769787759e-18
ALDH1L1,8.779649,0.79153925,1.6398527909125075e-18,8.143863522437115e-18
PAK1,8.76246,0.78022265,1.910352866279905e-18,9.45528186340559e-18
ISG15,-8.754956,-1.4135232,2.0418232072338905e-18,1.0072080921589997e-17
SST,8.752842,1.387634,2.080461091950262e-18,1.0228353863434398e-17
SBK1,8.730195,0.81829935,2.542328988902552e-18,1.2457412045622505e-17
DTL,8.7201,1.0716052,2.779560579253777e-18,1.3574598177751004e-17
ASPM,8.699636,1.1261834,3.329491763763139e-18,1.620646653222455e-17
CEP152,8.681151,0.8588833,3.917838037474269e-18,1.9007333053092986e-17
CDC7,8.650046,0.8428427,5.147857899210901e-18,2.489260234157903e-17
EIF2D,8.639814,0.73145026,5.630441464062443e-18,2.7136881810399317e-17
KRT14,-8.633198,-4.324705,5.966012444973089e-18,2.8660255863106013e-17
C11orf1,8.625422,0.78080535,6.385694535559602e-18,3.057645266212578e-17
TMEM54,8.613144,0.7958881,7.108404882307577e-18,3.392647784737707e-17
SLC40A1,8.590019,0.6160852,8.695452361414806e-18,4.136671511741024e-17
CNTN1,8.587087,0.80711615,8.920252584695556e-18,4.229926225645957e-17
FGFR3,-8.577537,-1.4106582,9.692642574101662e-18,4.581409834060914e-17
XRCC3,8.57399,0.7879469,9.996036333565943e-18,4.709670964853185e-17
ADAMTS2,-8.552639,-1.2903497,1.2030537688446528e-17,5.65012472907872e-17
RNASET2,-8.528492,-0.51705354,1.4826745397280545e-17,6.941183354777835e-17
IGKC,-8.525832,-1.6442276,1.517153807197047e-17,7.080051100252887e-17
CENPE,8.521944,0.81332135,1.5689743125097032e-17,7.298709618320454e-17
SERPINE1,-8.514918,-2.518243,1.6670819679029244e-17,7.730632469455201e-17
SSRP1,8.50605,0.756006,1.799586868252089e-17,8.318844957014374e-17
TUBA1B,8.492817,0.7880388,2.016872322471689e-17,9.294051141170478e-17
POLR1C,8.458848,0.8050608,2.700325105414963e-17,1.2404618452999986e-16
TMEM65,8.451208,0.70752984,2.883043284256032e-17,1.3202721582107062e-16
ATIC,8.447115,0.82483125,2.9858911015205824e-17,1.3631241985202658e-16
STON2,8.440226,0.76324964,3.167253302828847e-17,1.4414434536094133e-16
CIP2A,8.424673,0.7516362,3.617579064955798e-17,1.641309020211427e-16
TOP2A,8.41185,0.808562,4.03595474220399e-17,1.825493375704574e-16
IQGAP3,8.396502,0.7683835,4.599767145031569e-17,2.0741281298148487e-16
STIL,8.375083,0.9013401,5.5184876298918806e-17,2.4807880171073594e-16
FAM168B,8.36567,0.7685387,5.97743196741476e-17,2.678910058566981e-16
PRPH,8.362805,0.8426768,6.124439103472442e-17,2.736451514317474e-16
LRRC8B,8.33743,0.7616136,7.592250016392116e-17,3.382002280029215e-16
CADM2,8.333269,0.823478,7.864009821222717e-17,3.4924756607847117e-16
TFDP2,8.32829,0.7656431,8.201862290492098e-17,3.6315474599468026e-16
TARS2,8.327676,0.77202344,8.244494054647331e-17,3.639461339438912e-16
E2F5,8.3111,0.7826255,9.48187954021001e-17,4.173162552128358e-16
DHCR24,8.302983,0.59593314,1.0152941963230544e-16,4.455171548044447e-16
INPP4B,8.3008,0.8004686,1.0341248185746203e-16,4.524296081263964e-16
PHB2,8.277881,0.6558338,1.2538650869394548e-16,5.469381833237384e-16
DIAPH3,8.259191,0.9734554,1.4666331668218686e-16,6.37855253026079e-16
LY6K,8.253188,0.8041263,1.5422396712143955e-16,6.687587954823486e-16
RHPN2,8.242002,0.8337052,1.693536445709036e-16,7.32205463291848e-16
LETM2,8.239341,1.3043907,1.7316163727567992e-16,7.46473920220673e-16
KIT,8.237363,0.75561494,1.7604782565279888e-16,7.566967944725567e-16
ARHGEF38,8.232247,0.8967555,1.8373387075533629e-16,7.874308746657269e-16
RAVER2,8.2028475,0.71704537,2.3475871873618224e-16,1.0031840597156625e-15
IQGAP2,8.199505,0.79203457,2.413784568963508e-16,1.028482120688799e-15
ADM,-8.182725,-2.6107657,2.7749587659370204e-16,1.1789564699212196e-15
KRT5,-8.163693,-1.9854743,3.249318182043028e-16,1.3765123134303318e-15
RTKN2,8.161579,0.8042771,3.3067224466697453e-16,1.396805171438082e-15
PRR7,8.158783,0.7746595,3.384181856633428e-16,1.4254290341693809e-15
APOBEC3B,8.144867,0.8355908,3.7969805515849033e-16,1.5947318316656595e-15
CLBA1,8.143435,0.7988954,3.8421927355622366e-16,1.6091234533551246e-15
