gene,scores,avg_logFC,p_val,p_val_adj
MAML2,-0.7498656,-0.5256537,0.45333565744180937,0.9934699050120472
MMP10,-0.7509528,-1.0165635,0.4526810919054085,0.9934699050120472
AKT1,-0.7509528,-0.5179005,0.4526810919054085,0.9934699050120472
HSPA1B,-0.75652444,-0.3469032,0.44933483474431,0.9934699050120472
GDF15,-0.75666034,-0.6261355,0.44925339437010414,0.9934699050120472
C11orf96,-0.7572039,-0.42310223,0.4489277166172305,0.9934699050120472
CALM1,-0.7593782,-0.3955647,0.4476263462265351,0.9934699050120472
LAMP2,-0.7599218,-0.35381484,0.4473013389883369,0.9934699050120472
ACE2,-0.7615525,-1.1651124,0.44632712278671005,0.9934699050120472
EPHB4,-0.76359093,-0.738625,0.4451110529830715,0.9934699050120472
HDAC4,-0.7645422,-0.7174437,0.44454420087879876,0.9934699050120472
MPO,-0.7707933,-0.8912661,0.44082943482423975,0.9934699050120472
CALD1,-0.7718805,-0.3858196,0.44018520962310737,0.9934699050120472
GDF10,-0.7722882,-0.95130104,0.4399437644722377,0.9934699050120472
IFNL2,-0.77296764,-0.88636374,0.4395415247994606,0.9934699050120472
XCL1,-0.77296764,-0.701979,0.4395415247994606,0.9934699050120472
CLOCK,-0.77487016,-0.6210649,0.4384163775635378,0.9934699050120472
UPK3A,-0.7769086,-0.99214584,0.43721270200432005,0.9934699050120472
DCN,-0.7774522,-0.45368007,0.43689204345744814,0.9934699050120472
TGFB1,-0.77758807,-0.3674858,0.4368118999885655,0.9934699050120472
CTLA4,-0.7819367,-1.060462,0.4342517834255386,0.9934699050120472
IAPP,-0.78451866,-1.3991009,0.43273582487379936,0.9934699050120472
PSCA,-0.78587765,-1.0167055,0.43193918386493946,0.9934699050120472
IL6ST,-0.7871007,-0.3616071,0.4312229339728839,0.9934699050120472
