gene,scores,avg_logFC,p_val,p_val_adj
CEACAM6,-0.15476082,-0.2683824,0.8770098775841378,0.9997937165551851
ADGRF5,-0.1553813,-0.104099244,0.8765207142827454,0.9997937165551851
CASR,-0.1559501,-0.14316674,0.8760723560134454,0.9997937165551851
BMP6,-0.15636376,-0.160381,0.8757463022425809,0.9997937165551851
ITGA3,-0.15641546,-0.050474986,0.8757055470029255,0.9997937165551851
KRT16,-0.15682913,-0.03192075,0.8753795169609903,0.9997937165551851
ETV4,-0.15775986,-0.060414888,0.8746460267799563,0.9997937165551851
ACVR1,-0.16029353,-0.04686434,0.8726498509198306,0.9997937165551851
ICAM2,-0.16324086,-0.13463251,0.8703287894990284,0.9997937165551851
DUSP6,-0.16391307,-0.043488592,0.869799580257963,0.9997937165551851
TNF,-0.16510235,-0.16418205,0.868863429964378,0.9997937165551851
ANGPT4,-0.16696382,-0.39080405,0.8673985207146264,0.9997937165551851
STAT5B,-0.16929066,-0.01229966,0.8655680248849628,0.9997937165551851
EFNA5,-0.16965261,-0.1354,0.8652833456389213,0.9997937165551851
RUNX3,-0.1723414,-0.1226233,0.8631691352030928,0.9997937165551851
CLEC4A,-0.17596094,-0.10368559,0.8603246321283425,0.9997937165551851
RNF43,-0.17885657,-0.15631673,0.8580503319098627,0.9997937165551851
AGR2,-0.18423416,-0.39171192,0.8538297696155719,0.9997937165551851
IFIH1,-0.18511318,-0.10633322,0.8531402643051162,0.9997937165551851
TNFRSF19,-0.18599221,-0.08266963,0.852450871181737,0.9997937165551851
BRCA1,-0.19018053,-0.25142664,0.8491676723606187,0.9997937165551851
CDKN3,-0.1907493,-0.119948566,0.8487220062301779,0.9997937165551851
CCL15,-0.1913698,-0.10747718,0.8482358801446886,0.9997937165551851
LMNA,-0.19178346,-0.14825635,0.8479118281436593,0.9997937165551851
CD3D,-0.1934381,-0.14255013,0.8466158777444006,0.9997937165551851
ITM2A,-0.19354151,-0.18932666,0.8465348945793363,0.9997937165551851
IL36G,-0.1940586,-0.59750915,0.8461300030837737,0.9997937165551851
CD3G,-0.1962303,-0.15275952,0.844429903651327,0.9997937165551851
EPHB4,-0.20336597,-0.05180343,0.8388490040113451,0.9997937165551851
COL8A1,-0.2043484,-0.13636129,0.8380812469683991,0.9997937165551851
CD48,-0.20755428,-0.1411654,0.8355770102462985,0.9997937165551851
ADGRF4,-0.20853671,-0.36567444,0.834809915176591,0.9997937165551851
REG1A,-0.20889868,-0.25373304,0.8345273407781952,0.9997937165551851
TLR5,-0.21019137,-0.20926422,0.8335183211546537,0.9997937165551851
IL12B,-0.21029478,-0.10222117,0.8334376114056526,0.9997937165551851
COL1A1,-0.21096697,-1.362078,0.8329130408577432,0.9997937165551851
FABP4,-0.21184601,-0.26405194,0.83222717626013,0.9997937165551851
S100A8,-0.21189772,-0.36538073,0.8321868352559512,0.9997937165551851
ADM2,-0.2131387,-0.35948116,0.8312187839933527,0.9997937165551851
CEACAM1,-0.21463822,-0.51041543,0.830049397094358,0.9997937165551851
IL17RE,-0.21474163,-0.11175753,0.8299687635645017,0.9997937165551851
CLEC1A,-0.22094654,-0.3309455,0.8251340582416923,0.9997937165551851
CLEC4D,-0.2234285,-0.4251734,0.8232020208149533,0.9997937165551851
IFNL2,-0.22456607,-0.26135457,0.8223168609413334,0.9997937165551851
TNFSF14,-0.22497973,-0.2189021,0.8219950406226056,0.9997937165551851
BEST1,-0.22591047,-0.20834333,0.8212710544857815,0.9997937165551851
SST,-0.22704804,-0.24055879,0.8203863893077318,0.9997937165551851
LTB,-0.23040903,-0.11618388,0.8177739446295619,0.9997937165551851
CD28,-0.23201196,-0.13268408,0.8165287199932693,0.9997937165551851
SOSTDC1,-0.2322188,-0.14500189,0.8163680795088849,0.9997937165551851
CLDN4,-0.23418368,-0.19169086,0.814842380629245,0.9997937165551851
FZD5,-0.23599344,-0.107201494,0.8134377524821873,0.9997937165551851
SERPINB5,-0.23733784,-0.2203602,0.8123947024538556,0.9997937165551851
COL9A3,-0.23738955,-0.18086065,0.8123545917790332,0.9997937165551851
MSMB,-0.23821688,-0.51892805,0.8117128880101703,0.9997937165551851
SREBF1,-0.24137104,-0.11307096,0.8092675560354252,0.9997937165551851
RGCC,-0.2424569,-0.16721383,0.8084261498903227,0.9997937165551851
HPGDS,-0.2438013,-0.16178416,0.8073847159248051,0.9997937165551851
NPR2,-0.24824814,-0.1795646,0.8039424139426987,0.9997937165551851
RARB,-0.2540911,-0.18159206,0.7994251730602109,0.9997937165551851
MYC,-0.25776234,-0.30349725,0.7965903256962014,0.9997937165551851
PDCD1,-0.26127845,-0.26536286,0.7938777739572385,0.9997937165551851
OLFM4,-0.26189896,-0.25458035,0.793399346030563,0.9997937165551851
XCL2,-0.2629331,-0.36168694,0.7926021389954148,0.9997937165551851
TNFRSF10B,-0.26303652,-0.16647753,0.7925224301995768,0.9997937165551851
KRT14,-0.26319164,-0.11769701,0.7924028710714558,0.9997937165551851
