cell_id,score,true_label,predicted,annotation,sample
1467_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
1476_9,0.6185018,0,0,05-MNP,HS10_VDZ_L_1
1487_9,1.1475779,0,0,05-MNP,HS10_VDZ_L_1
1496_9,0.6542283,0,0,05-MNP,HS10_VDZ_L_1
1513_9,1.2009547,0,0,05-MNP,HS10_VDZ_L_1
1524_9,2.576112,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
1539_9,1.1714519,0,0,05-MNP,HS10_VDZ_L_1
1543_9,0.6591588,0,0,05-MNP,HS10_VDZ_L_1
1549_9,2.1381361,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
1573_9,2.179784,0,1,05-MNP,HS10_VDZ_L_1
1575_9,0.6873075,0,0,05-MNP,HS10_VDZ_L_1
1576_9,1.174597,0,0,05-MNP,HS10_VDZ_L_1
1589_9,1.7046833,0,1,05-MNP,HS10_VDZ_L_1
1590_9,1.1261169,0,0,05-MNP,HS10_VDZ_L_1
1592_9,1.2037475,0,0,05-MNP,HS10_VDZ_L_1
1595_9,1.1511,0,0,05-MNP,HS10_VDZ_L_1
1622_9,0.69964725,0,0,05-MNP,HS10_VDZ_L_1
1623_9,0.6758151,0,0,05-MNP,HS10_VDZ_L_1
1647_9,2.2636847,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
1661_9,2.4916656,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
1662_9,2.1989172,0,1,05-MNP,HS10_VDZ_L_1
1671_9,1.267353,0,0,05-MNP,HS10_VDZ_L_1
1672_9,0.6184031,0,0,05-MNP,HS10_VDZ_L_1
1679_9,1.8880512,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
1688_9,0.6750739,0,0,05-MNP,HS10_VDZ_L_1
1710_9,1.2608184,0,0,05-MNP,HS10_VDZ_L_1
1715_9,0.67405766,0,0,05-MNP,HS10_VDZ_L_1
1727_9,0.726942,0,0,05-MNP,HS10_VDZ_L_1
1754_9,1.820116,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
1771_9,1.1346645,0,0,05-MNP,HS10_VDZ_L_1
1785_9,0.66125953,0,0,05-MNP,HS10_VDZ_L_1
1802_9,1.8325453,0,1,05-MNP,HS10_VDZ_L_1
1814_9,2.3919663,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
1816_9,0.6991963,0,0,05-MNP,HS10_VDZ_L_1
1856_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
1866_9,0.65680027,0,0,05-MNP,HS10_VDZ_L_1
1934_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
1948_9,1.4590789,0,0,05-MNP,HS10_VDZ_L_1
1969_9,0.7222906,0,0,05-MNP,HS10_VDZ_L_1
1971_9,2.235298,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
1976_9,1.1643522,0,0,05-MNP,HS10_VDZ_L_1
2031_9,0.6361828,0,0,05-MNP,HS10_VDZ_L_1
2041_9,2.3304098,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
2044_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
2064_9,1.3741683,0,0,05-MNP,HS10_VDZ_L_1
2067_9,2.3098903,0,1,05-MNP,HS10_VDZ_L_1
2068_9,0.67169267,0,0,05-MNP,HS10_VDZ_L_1
2076_9,2.4775271,0,1,05-MNP,HS10_VDZ_L_1
2109_9,1.8703146,0,1,05-MNP,HS10_VDZ_L_1
2122_9,0.698809,0,0,05-MNP,HS10_VDZ_L_1
2131_9,1.3502649,1,0,05B-MNP_activated_inf,HS10_VDZ_L_1
2168_9,1.2339967,0,0,05-MNP,HS10_VDZ_L_1
2170_9,0.70272154,0,0,05-MNP,HS10_VDZ_L_1
2172_9,2.2013128,0,1,05-MNP,HS10_VDZ_L_1
2174_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
2180_9,1.8880119,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
2188_9,2.343457,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
2196_9,3.1236405,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
2223_9,0.6853439,0,0,05-MNP,HS10_VDZ_L_1
2251_9,2.5663826,0,1,05-MNP,HS10_VDZ_L_1
2259_9,1.8849055,0,1,05-MNP,HS10_VDZ_L_1
2262_9,2.0188582,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
2263_9,2.3511388,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
2269_9,1.3106204,0,0,05-MNP,HS10_VDZ_L_1
2272_9,1.8872898,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
2274_9,1.9491416,0,1,05-MNP,HS10_VDZ_L_1
2281_9,2.4482293,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
2292_9,2.3101325,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
2293_9,3.1399286,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
2304_9,0.67324084,0,0,05-MNP,HS10_VDZ_L_1
2316_9,2.0739076,0,1,05-MNP,HS10_VDZ_L_1
2398_9,2.4497025,0,1,05-MNP,HS10_VDZ_L_1
2410_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
2416_9,0.624669,0,0,05-MNP,HS10_VDZ_L_1
2426_9,1.3093294,0,0,05-MNP,HS10_VDZ_L_1
2449_9,1.3068742,0,0,05-MNP,HS10_VDZ_L_1
2466_9,1.2613405,0,0,05-MNP,HS10_VDZ_L_1
2468_9,0.77152956,0,0,05-MNP,HS10_VDZ_L_1
2479_9,0.6928649,0,0,05-MNP,HS10_VDZ_L_1
2484_9,1.2922637,0,0,05-MNP,HS10_VDZ_L_1
2486_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
2513_9,2.4862,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
2515_9,1.9947215,0,1,05-MNP,HS10_VDZ_L_1
2520_9,2.2633443,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
2528_9,1.8014183,0,1,05-MNP,HS10_VDZ_L_1
2532_9,0.6785775,0,0,05-MNP,HS10_VDZ_L_1
2547_9,1.3335762,0,0,05-MNP,HS10_VDZ_L_1
2558_9,0.68431985,0,0,05-MNP,HS10_VDZ_L_1
2585_9,1.1865207,0,0,05-MNP,HS10_VDZ_L_1
2601_9,1.1707246,0,0,05-MNP,HS10_VDZ_L_1
2602_9,0.7641775,0,0,05-MNP,HS10_VDZ_L_1
2618_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
2629_9,0.70694214,0,0,05-MNP,HS10_VDZ_L_1
2645_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
2648_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
2649_9,0.7232491,0,0,05-MNP,HS10_VDZ_L_1
2699_9,1.3554881,1,0,05B-MNP_activated_inf,HS10_VDZ_L_1
2726_9,0.6811635,0,0,05-MNP,HS10_VDZ_L_1
2734_9,0.733633,0,0,05-MNP,HS10_VDZ_L_1
2737_9,1.1468718,1,0,05B-MNP_activated_inf,HS10_VDZ_L_1
2751_9,0.64468914,0,0,05-MNP,HS10_VDZ_L_1
2755_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
2765_9,1.4035203,0,0,05-MNP,HS10_VDZ_L_1
2815_9,0.6816932,0,0,05-MNP,HS10_VDZ_L_1
2816_9,0.7758054,0,0,05-MNP,HS10_VDZ_L_1
2893_9,0.62325066,0,0,05-MNP,HS10_VDZ_L_1
2943_9,0.62359905,0,0,05-MNP,HS10_VDZ_L_1
2990_9,0.7293018,0,0,05-MNP,HS10_VDZ_L_1
2995_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3003_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3004_9,0.73135996,0,0,05-MNP,HS10_VDZ_L_1
3054_9,1.2220259,0,0,05-MNP,HS10_VDZ_L_1
3086_9,1.217375,0,0,05-MNP,HS10_VDZ_L_1
3100_9,0.72459334,0,0,05-MNP,HS10_VDZ_L_1
3111_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3121_9,1.1938773,1,0,05B-MNP_activated_inf,HS10_VDZ_L_1
3124_9,0.5835499,0,0,05-MNP,HS10_VDZ_L_1
3130_9,1.3236607,1,0,05B-MNP_activated_inf,HS10_VDZ_L_1
3182_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3226_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3228_9,1.9468727,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
3231_9,1.7977936,0,1,05-MNP,HS10_VDZ_L_1
3334_9,1.7762996,0,1,05-MNP,HS10_VDZ_L_1
3360_9,0.7091183,0,0,05-MNP,HS10_VDZ_L_1
3366_9,1.8343803,0,1,05-MNP,HS10_VDZ_L_1
3385_9,0.65551704,1,0,05B-MNP_activated_inf,HS10_VDZ_L_1
3401_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3410_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3428_9,2.3138616,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
3432_9,0.7006746,0,0,05-MNP,HS10_VDZ_L_1
3444_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3445_9,0.73694694,0,0,05-MNP,HS10_VDZ_L_1
3453_9,0.7380585,0,0,05-MNP,HS10_VDZ_L_1
3474_9,1.4927508,0,0,05-MNP,HS10_VDZ_L_1
3486_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3501_9,0.66434306,1,0,05B-MNP_activated_inf,HS10_VDZ_L_1
3522_9,1.4545032,0,0,05-MNP,HS10_VDZ_L_1
3525_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3535_9,1.2841709,0,0,05-MNP,HS10_VDZ_L_1
3549_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3556_9,1.3192767,0,0,05-MNP,HS10_VDZ_L_1
3608_9,0.7749699,0,0,05-MNP,HS10_VDZ_L_1
3621_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3623_9,0.7545562,0,0,05-MNP,HS10_VDZ_L_1
3642_9,1.3215147,0,0,05-MNP,HS10_VDZ_L_1
3647_9,1.3363811,1,0,05B-MNP_activated_inf,HS10_VDZ_L_1
3656_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3661_9,1.3801253,0,0,05-MNP,HS10_VDZ_L_1
3667_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3673_9,1.4999484,1,0,05B-MNP_activated_inf,HS10_VDZ_L_1
3688_9,1.8978144,0,1,05-MNP,HS10_VDZ_L_1
3691_9,2.0739567,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
3703_9,0.6339737,0,0,05-MNP,HS10_VDZ_L_1
3709_9,0.7346737,0,0,05-MNP,HS10_VDZ_L_1
3721_9,0.66237646,0,0,05-MNP,HS10_VDZ_L_1
3726_9,0.6204277,0,0,05-MNP,HS10_VDZ_L_1
3728_9,0.7210365,0,0,05-MNP,HS10_VDZ_L_1
3738_9,1.7772411,0,1,05-MNP,HS10_VDZ_L_1
3752_9,1.3209845,0,0,05-MNP,HS10_VDZ_L_1
3758_9,0.7169753,0,0,05-MNP,HS10_VDZ_L_1
3775_9,0.69968814,0,0,05-MNP,HS10_VDZ_L_1
3788_9,1.1842622,0,0,05-MNP,HS10_VDZ_L_1
3789_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3790_9,0.65628624,0,0,05-MNP,HS10_VDZ_L_1
3801_9,0.7519946,0,0,05-MNP,HS10_VDZ_L_1
3802_9,0.7062425,0,0,05-MNP,HS10_VDZ_L_1
3803_9,1.2560068,0,0,05-MNP,HS10_VDZ_L_1
3806_9,1.8578966,0,1,05-MNP,HS10_VDZ_L_1
3817_9,0.70718247,0,0,05-MNP,HS10_VDZ_L_1
3820_9,1.1172097,0,0,05-MNP,HS10_VDZ_L_1
3829_9,0.6836861,0,0,05-MNP,HS10_VDZ_L_1
3836_9,0.6548479,0,0,05-MNP,HS10_VDZ_L_1
3837_9,1.8435014,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
3840_9,1.9490956,0,1,05-MNP,HS10_VDZ_L_1
3854_9,1.711977,0,1,05-MNP,HS10_VDZ_L_1
3858_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3866_9,0.75275415,0,0,05-MNP,HS10_VDZ_L_1
3871_9,0.7007065,0,0,05-MNP,HS10_VDZ_L_1
3877_9,0.65219384,0,0,05-MNP,HS10_VDZ_L_1
3882_9,0.64841163,0,0,05-MNP,HS10_VDZ_L_1
3884_9,0.72647,0,0,05-MNP,HS10_VDZ_L_1
3891_9,2.133241,1,1,05B-MNP_activated_inf,HS10_VDZ_L_1
3892_9,0.73850375,0,0,05-MNP,HS10_VDZ_L_1
3902_9,0.66770214,1,0,05B-MNP_activated_inf,HS10_VDZ_L_1
3904_9,1.8501651,0,1,05-MNP,HS10_VDZ_L_1
3919_9,0.73532355,0,0,05-MNP,HS10_VDZ_L_1
3924_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3947_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
3968_9,1.421765,0,0,05-MNP,HS10_VDZ_L_1
3999_9,0.73896414,0,0,05-MNP,HS10_VDZ_L_1
4014_9,1.8101441,0,1,05-MNP,HS10_VDZ_L_1
4019_9,1.3242295,0,0,05-MNP,HS10_VDZ_L_1
4037_9,0.72539234,0,0,05-MNP,HS10_VDZ_L_1
4061_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
4074_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
4077_9,0.73989093,0,0,05-MNP,HS10_VDZ_L_1
4107_9,0.6845369,0,0,05-MNP,HS10_VDZ_L_1
4114_9,0.7671079,0,0,05-MNP,HS10_VDZ_L_1
4116_9,0.7208744,0,0,05-MNP,HS10_VDZ_L_1
4137_9,1.4994248,0,0,05-MNP,HS10_VDZ_L_1
4140_9,1.3671159,0,0,05-MNP,HS10_VDZ_L_1
4146_9,1.8597928,0,1,05-MNP,HS10_VDZ_L_1
4148_9,0.69229394,0,0,05-MNP,HS10_VDZ_L_1
4153_9,0.70364124,0,0,05-MNP,HS10_VDZ_L_1
4156_9,0.0,0,0,05-MNP,HS10_VDZ_L_1
4159_9,0.8407823,0,0,05-MNP,HS10_VDZ_L_1
4161_9,1.3189481,0,0,05-MNP,HS10_VDZ_L_1
4167_9,0.60881513,0,0,05-MNP,HS10_VDZ_L_1
4170_9,0.7173834,0,0,05-MNP,HS10_VDZ_L_1
192_1,1.5189847,0,0,05-MNP,HS10_VDZ_R_0
217_1,0.71127075,0,0,05-MNP,HS10_VDZ_R_0
239_1,1.4595479,0,0,05-MNP,HS10_VDZ_R_0
298_1,0.6100028,0,0,05-MNP,HS10_VDZ_R_0
388_1,0.6943367,0,0,05-MNP,HS10_VDZ_R_0
554_1,0.8447625,0,0,05-MNP,HS10_VDZ_R_0
577_1,1.4748541,0,0,05-MNP,HS10_VDZ_R_0
616_1,0.787624,0,0,05-MNP,HS10_VDZ_R_0
625_1,2.0441413,1,1,05B-MNP_activated_inf,HS10_VDZ_R_0
628_1,1.561183,1,1,05B-MNP_activated_inf,HS10_VDZ_R_0
726_1,0.6444642,0,0,05-MNP,HS10_VDZ_R_0
794_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
832_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
864_1,1.3055998,0,0,05-MNP,HS10_VDZ_R_0
1095_1,1.1276187,1,0,05B-MNP_activated_inf,HS10_VDZ_R_0
1097_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1121_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1147_1,1.2506174,0,0,05-MNP,HS10_VDZ_R_0
1154_1,0.68245274,0,0,05-MNP,HS10_VDZ_R_0
1225_1,1.3600472,0,0,05-MNP,HS10_VDZ_R_0
1260_1,0.749047,0,0,05-MNP,HS10_VDZ_R_0
1304_1,1.3435928,0,0,05-MNP,HS10_VDZ_R_0
1330_1,1.3610405,0,0,05-MNP,HS10_VDZ_R_0
1378_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1392_1,0.70858467,1,0,05B-MNP_activated_inf,HS10_VDZ_R_0
1406_1,0.6860314,0,0,05-MNP,HS10_VDZ_R_0
1418_1,0.75033987,0,0,05-MNP,HS10_VDZ_R_0
1427_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1446_1,0.7090656,0,0,05-MNP,HS10_VDZ_R_0
1526_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1566_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1654_1,0.68347555,0,0,05-MNP,HS10_VDZ_R_0
1685_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1726_1,0.62859964,0,0,05-MNP,HS10_VDZ_R_0
1760_1,1.4980297,0,0,05-MNP,HS10_VDZ_R_0
1781_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1794_1,1.1866559,0,0,05-MNP,HS10_VDZ_R_0
1810_1,0.69945705,0,0,05-MNP,HS10_VDZ_R_0
1814_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1850_1,1.1737535,0,0,05-MNP,HS10_VDZ_R_0
1868_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1870_1,0.6158597,0,0,05-MNP,HS10_VDZ_R_0
1881_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1883_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1904_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1946_1,1.8410454,0,1,05-MNP,HS10_VDZ_R_0
1953_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
1981_1,1.9098698,0,1,05-MNP,HS10_VDZ_R_0
2027_1,1.2912614,0,0,05-MNP,HS10_VDZ_R_0
2033_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2037_1,1.79571,0,1,05-MNP,HS10_VDZ_R_0
2068_1,1.9974687,0,1,05-MNP,HS10_VDZ_R_0
2145_1,0.68916595,1,0,05B-MNP_activated_inf,HS10_VDZ_R_0
2160_1,3.0785403,1,1,05B-MNP_activated_inf,HS10_VDZ_R_0
2217_1,1.6854837,0,1,05-MNP,HS10_VDZ_R_0
2289_1,0.56707263,0,0,05-MNP,HS10_VDZ_R_0
2307_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2329_1,0.6502671,0,0,05-MNP,HS10_VDZ_R_0
2337_1,1.9183856,0,1,05-MNP,HS10_VDZ_R_0
2359_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2367_1,1.9494095,1,1,05B-MNP_activated_inf,HS10_VDZ_R_0
2428_1,0.69798994,0,0,05-MNP,HS10_VDZ_R_0
2430_1,1.2312202,0,0,05-MNP,HS10_VDZ_R_0
2436_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2444_1,1.0762584,0,0,05-MNP,HS10_VDZ_R_0
2453_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2459_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2479_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2496_1,1.3191077,0,0,05-MNP,HS10_VDZ_R_0
2513_1,1.5062479,0,0,05-MNP,HS10_VDZ_R_0
2524_1,3.149116,1,1,05B-MNP_activated_inf,HS10_VDZ_R_0
2542_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2564_1,0.6779536,0,0,05-MNP,HS10_VDZ_R_0
2577_1,0.7070988,1,0,05B-MNP_activated_inf,HS10_VDZ_R_0
2604_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2616_1,0.71892303,0,0,05-MNP,HS10_VDZ_R_0
2633_1,1.7526695,1,1,05B-MNP_activated_inf,HS10_VDZ_R_0
2669_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2676_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2746_1,0.0,1,0,05B-MNP_activated_inf,HS10_VDZ_R_0
2777_1,3.1351943,1,1,05B-MNP_activated_inf,HS10_VDZ_R_0
2786_1,0.67464656,0,0,05-MNP,HS10_VDZ_R_0
2844_1,0.709441,1,0,05B-MNP_activated_inf,HS10_VDZ_R_0
2871_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2891_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
2902_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
3272_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
3457_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
3470_1,2.503474,1,1,05B-MNP_activated_inf,HS10_VDZ_R_0
3618_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
3623_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
3680_1,0.6692072,0,0,05-MNP,HS10_VDZ_R_0
3704_1,0.6921285,0,0,05-MNP,HS10_VDZ_R_0
3724_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
3766_1,2.2177408,1,1,05B-MNP_activated_inf,HS10_VDZ_R_0
3773_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
3792_1,0.715345,0,0,05-MNP,HS10_VDZ_R_0
3802_1,0.7389091,0,0,05-MNP,HS10_VDZ_R_0
3805_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
3812_1,0.75245196,0,0,05-MNP,HS10_VDZ_R_0
3837_1,0.69625896,0,0,05-MNP,HS10_VDZ_R_0
3887_1,1.2570046,0,0,05-MNP,HS10_VDZ_R_0
3910_1,0.6986745,1,0,05B-MNP_activated_inf,HS10_VDZ_R_0
3928_1,0.56944996,0,0,05-MNP,HS10_VDZ_R_0
3965_1,0.56811553,0,0,05-MNP,HS10_VDZ_R_0
4057_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
4072_1,1.4925134,0,0,05-MNP,HS10_VDZ_R_0
4174_1,1.3706942,0,0,05-MNP,HS10_VDZ_R_0
4188_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
4222_1,0.6980986,0,0,05-MNP,HS10_VDZ_R_0
4227_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
4244_1,1.4453958,0,0,05-MNP,HS10_VDZ_R_0
4245_1,0.81805414,0,0,05-MNP,HS10_VDZ_R_0
4306_1,0.69582844,0,0,05-MNP,HS10_VDZ_R_0
4341_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
4355_1,0.69070786,0,0,05-MNP,HS10_VDZ_R_0
4408_1,1.4747164,1,0,05B-MNP_activated_inf,HS10_VDZ_R_0
4435_1,0.7538454,0,0,05-MNP,HS10_VDZ_R_0
4570_1,0.7560242,0,0,05-MNP,HS10_VDZ_R_0
4619_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
4635_1,0.72615004,0,0,05-MNP,HS10_VDZ_R_0
4640_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
4664_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
4696_1,0.63659674,0,0,05-MNP,HS10_VDZ_R_0
4717_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
4771_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
4822_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
4925_1,0.0,0,0,05-MNP,HS10_VDZ_R_0
22_2,1.9095786,0,1,05-MNP,HS11_VDZ_L_3
26_2,1.3480197,0,0,05-MNP,HS11_VDZ_L_3
37_2,3.27413,1,1,05B-MNP_activated_inf,HS11_VDZ_L_3
64_2,1.2729882,1,0,05B-MNP_activated_inf,HS11_VDZ_L_3
66_2,0.6903207,0,0,05-MNP,HS11_VDZ_L_3
69_2,3.2227788,1,1,05B-MNP_activated_inf,HS11_VDZ_L_3
78_2,3.3209004,0,1,05-MNP,HS11_VDZ_L_3
82_2,1.938123,0,1,05-MNP,HS11_VDZ_L_3
88_2,0.6694569,1,0,05B-MNP_activated_inf,HS11_VDZ_L_3
89_2,0.6267433,0,0,05-MNP,HS11_VDZ_L_3
103_2,1.2572031,0,0,05-MNP,HS11_VDZ_L_3
106_2,2.5170047,1,1,05B-MNP_activated_inf,HS11_VDZ_L_3
116_2,1.2608143,0,0,05-MNP,HS11_VDZ_L_3
160_2,3.2026846,1,1,05B-MNP_activated_inf,HS11_VDZ_L_3
168_2,1.3150057,0,0,05-MNP,HS11_VDZ_L_3
181_2,1.4573147,0,0,05-MNP,HS11_VDZ_L_3
213_2,2.0453575,1,1,05B-MNP_activated_inf,HS11_VDZ_L_3
214_2,0.61068726,0,0,05-MNP,HS11_VDZ_L_3
233_2,1.3557975,0,0,05-MNP,HS11_VDZ_L_3
239_2,1.2877663,0,0,05-MNP,HS11_VDZ_L_3
247_2,3.3047118,1,1,05B-MNP_activated_inf,HS11_VDZ_L_3
253_2,0.7336403,0,0,05-MNP,HS11_VDZ_L_3
283_2,2.090763,1,1,05B-MNP_activated_inf,HS11_VDZ_L_3
292_2,2.5322292,1,1,05B-MNP_activated_inf,HS11_VDZ_L_3
301_2,1.4375857,0,0,05-MNP,HS11_VDZ_L_3
318_2,0.7362804,0,0,05-MNP,HS11_VDZ_L_3
327_2,1.4035841,1,0,05B-MNP_activated_inf,HS11_VDZ_L_3
328_2,1.9360498,1,1,05B-MNP_activated_inf,HS11_VDZ_L_3
330_2,1.2096018,0,0,05-MNP,HS11_VDZ_L_3
391_2,1.2406433,0,0,05-MNP,HS11_VDZ_L_3
395_2,0.6759797,0,0,05-MNP,HS11_VDZ_L_3
399_2,1.3797113,0,0,05-MNP,HS11_VDZ_L_3
401_2,0.64310163,0,0,05-MNP,HS11_VDZ_L_3
409_2,0.6692386,0,0,05-MNP,HS11_VDZ_L_3
411_2,1.2358239,0,0,05-MNP,HS11_VDZ_L_3
417_2,0.0,0,0,05-MNP,HS11_VDZ_L_3
420_2,2.0898821,0,1,05-MNP,HS11_VDZ_L_3
441_2,1.2692195,0,0,05-MNP,HS11_VDZ_L_3
455_2,1.1846823,0,0,05-MNP,HS11_VDZ_L_3
468_2,2.0501359,0,1,05-MNP,HS11_VDZ_L_3
479_2,1.7896241,0,1,05-MNP,HS11_VDZ_L_3
493_2,1.2186443,0,0,05-MNP,HS11_VDZ_L_3
543_2,1.926403,1,1,05B-MNP_activated_inf,HS11_VDZ_L_3
564_2,1.304476,0,0,05-MNP,HS11_VDZ_L_3
565_2,1.3430339,0,0,05-MNP,HS11_VDZ_L_3
601_2,0.7078052,0,0,05-MNP,HS11_VDZ_L_3
610_2,1.2677556,0,0,05-MNP,HS11_VDZ_L_3
622_2,0.71270466,0,0,05-MNP,HS11_VDZ_L_3
623_2,1.3852482,0,0,05-MNP,HS11_VDZ_L_3
747_2,1.2277552,1,0,05B-MNP_activated_inf,HS11_VDZ_L_3
785_2,1.1276157,1,0,05B-MNP_activated_inf,HS11_VDZ_L_3
799_2,2.3304296,0,1,05-MNP,HS11_VDZ_L_3
827_2,0.6965508,0,0,05-MNP,HS11_VDZ_L_3
850_2,0.0,1,0,05B-MNP_activated_inf,HS11_VDZ_L_3
914_2,0.68321,0,0,05-MNP,HS11_VDZ_L_3
923_2,0.70060927,0,0,05-MNP,HS11_VDZ_L_3
931_2,1.3463657,1,0,05B-MNP_activated_inf,HS11_VDZ_L_3
937_2,1.3937604,0,0,05-MNP,HS11_VDZ_L_3
962_2,1.492325,0,0,05-MNP,HS11_VDZ_L_3
970_2,1.2406161,0,0,05-MNP,HS11_VDZ_L_3
973_2,1.9242861,1,1,05B-MNP_activated_inf,HS11_VDZ_L_3
976_2,0.67746717,0,0,05-MNP,HS11_VDZ_L_3
982_2,0.61233693,0,0,05-MNP,HS11_VDZ_L_3
1005_2,1.5966772,0,1,05-MNP,HS11_VDZ_L_3
1016_2,0.72143793,0,0,05-MNP,HS11_VDZ_L_3
1044_2,0.68247575,0,0,05-MNP,HS11_VDZ_L_3
1094_2,2.100697,0,1,05-MNP,HS11_VDZ_L_3
